County,Case Count,Death Count,Hospitalized Count,fips
Adams,10,1,1,39001
Allen,212,33,56,39003
Ashland,20,0,5,39005
Ashtabula,340,35,57,39007
Athens,18,1,1,39009
Auglaize,75,3,11,39011
Belmont,438,13,34,39013
Brown,28,1,4,39015
Butler,919,32,163,39017
Carroll,31,3,7,39019
Champaign,28,1,4,39021
Clark,298,7,37,39023
Clermont,215,5,41,39025
Clinton,43,0,12,39027
Columbiana,881,52,133,39029
Coshocton,41,0,4,39031
Crawford,116,4,20,39033
Cuyahoga,4581,245,1137,39035
Darke,181,23,20,39037
Defiance,34,2,11,39039
Delaware,340,13,37,39041
Erie,178,16,37,39043
Fairfield,301,7,43,39045
Fayette,40,0,6,39047
Franklin,5996,279,767,39049
Fulton,44,0,7,39051
Gallia,8,1,3,39053
Geauga,292,33,72,39055
Greene,102,5,15,39057
Guernsey,36,2,5,39059
Hamilton,2721,156,549,39061
Hancock,51,1,9,39063
Hardin,61,0,4,39065
Harrison,10,0,2,39067
Henry,16,0,2,39069
Highland,26,1,7,39071
Hocking,70,5,14,39073
Holmes,45,1,2,39075
Huron,60,1,11,39077
Jackson,14,0,1,39079
Jefferson,66,2,16,39081
Knox,25,1,6,39083
Lake,309,12,69,39085
Lawrence,30,0,4,39087
Licking,258,10,38,39089
Logan,40,0,5,39091
Lorain,702,59,120,39093
Lucas,2282,252,568,39095
Madison,157,7,20,39097
Mahoning,1456,186,313,39099
Marion,2674,30,82,39101
Medina,356,23,70,39103
Meigs,6,0,0,39105
Mercer,217,7,35,39107
Miami,361,30,51,39109
Monroe,79,14,15,39111
Montgomery,688,16,173,39113
Morgan,5,0,0,39115
Morrow,107,1,8,39117
Muskingum,52,1,9,39119
Noble,6,0,2,39121
Ottawa,103,18,27,39123
Paulding,14,0,5,39125
Perry,19,1,6,39127
Pickaway,2092,37,56,39129
Pike,8,0,0,39131
Portage,329,57,75,39133
Preble,39,1,6,39135
Putnam,93,14,15,39137
Richland,205,3,34,39139
Ross,73,2,21,39141
Sandusky,82,11,27,39143
Scioto,17,0,2,39145
Seneca,21,2,5,39147
Shelby,43,3,16,39149
Stark,743,98,160,39151
Summit,1475,180,366,39153
Trumbull,584,50,159,39155
Tuscarawas,352,4,46,39157
Union,52,1,5,39159
Van Wert,7,0,1,39161
Vinton,21,2,5,39163
Warren,383,21,52,39165
Washington,118,19,15,39167
Wayne,281,51,42,39169
Williams,55,1,5,39171
Wood,300,47,66,39173
Wyandot,45,2,4,39175
