County,Case Count,Death Count,Hospitalized Count,fips
Adams,5,0,0,39001
Allen,139,28,47,39003
Ashland,12,0,1,39005
Ashtabula,165,17,24,39007
Athens,4,1,1,39009
Auglaize,36,3,8,39011
Belmont,201,7,19,39013
Brown,13,1,3,39015
Butler,361,10,92,39017
Carroll,21,1,6,39019
Champaign,15,1,3,39021
Clark,71,2,12,39023
Clermont,110,3,27,39025
Clinton,31,0,7,39027
Columbiana,297,29,107,39029
Coshocton,17,0,4,39031
Crawford,60,1,8,39033
Cuyahoga,2542,131,659,39035
Darke,79,14,14,39037
Defiance,21,1,9,39039
Delaware,190,4,25,39041
Erie,71,3,16,39043
Fairfield,158,3,28,39045
Fayette,21,0,2,39047
Franklin,3237,99,447,39049
Fulton,30,0,6,39051
Gallia,6,1,3,39053
Geauga,181,19,36,39055
Greene,50,5,9,39057
Guernsey,20,0,2,39059
Hamilton,1527,93,305,39061
Hancock,39,1,7,39063
Hardin,26,0,2,39065
Harrison,6,0,2,39067
Henry,6,0,1,39069
Highland,11,1,3,39071
Hocking,20,1,8,39073
Holmes,6,1,2,39075
Huron,34,1,8,39077
Jackson,7,0,1,39079
Jefferson,48,2,15,39081
Knox,20,1,5,39083
Lake,180,8,52,39085
Lawrence,24,0,4,39087
Licking,137,7,30,39089
Logan,19,0,3,39091
Lorain,518,41,97,39093
Lucas,1527,151,450,39095
Madison,73,3,12,39097
Mahoning,1024,108,251,39099
Marion,2347,13,57,39101
Medina,184,16,48,39103
Meigs,3,0,0,39105
Mercer,42,1,9,39107
Miami,144,27,49,39109
Monroe,4,0,2,39111
Montgomery,332,10,107,39113
Morgan,5,0,0,39115
Morrow,83,1,5,39117
Muskingum,22,0,6,39119
Noble,6,0,2,39121
Ottawa,44,2,16,39123
Paulding,8,0,3,39125
Perry,13,1,6,39127
Pickaway,1836,22,50,39129
Pike,4,0,0,39131
Portage,262,46,69,39133
Preble,27,1,6,39135
Putnam,71,12,12,39137
Richland,92,2,24,39139
Ross,42,1,10,39141
Sandusky,40,7,17,39143
Scioto,13,0,1,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,427,59,103,39151
Summit,787,70,265,39153
Trumbull,363,34,126,39155
Tuscarawas,144,1,19,39157
Union,26,0,3,39159
Van Wert,3,0,1,39161
Vinton,8,0,0,39163
Warren,179,12,35,39165
Washington,106,16,15,39167
Wayne,173,36,24,39169
Williams,42,1,4,39171
Wood,210,27,55,39173
Wyandot,24,2,3,39175
