County,Case Count,Death Count,Hospitalized Count,fips
Adams,8,1,1,39001
Allen,191,31,54,39003
Ashland,18,0,3,39005
Ashtabula,281,32,49,39007
Athens,14,1,1,39009
Auglaize,64,3,11,39011
Belmont,390,12,33,39013
Brown,25,1,3,39015
Butler,802,25,146,39017
Carroll,28,2,6,39019
Champaign,26,1,4,39021
Clark,223,6,30,39023
Clermont,188,5,35,39025
Clinton,43,0,12,39027
Columbiana,609,50,129,39029
Coshocton,24,0,4,39031
Crawford,104,3,18,39033
Cuyahoga,3963,217,982,39035
Darke,153,16,17,39037
Defiance,32,2,11,39039
Delaware,300,13,33,39041
Erie,157,5,24,39043
Fairfield,240,3,32,39045
Fayette,37,0,4,39047
Franklin,5310,237,662,39049
Fulton,36,0,6,39051
Gallia,7,1,3,39053
Geauga,257,29,58,39055
Greene,93,5,13,39057
Guernsey,31,0,3,39059
Hamilton,2458,128,436,39061
Hancock,48,1,7,39063
Hardin,41,0,3,39065
Harrison,10,0,2,39067
Henry,15,0,2,39069
Highland,18,1,5,39071
Hocking,65,4,13,39073
Holmes,27,1,1,39075
Huron,55,1,9,39077
Jackson,11,0,1,39079
Jefferson,62,2,16,39081
Knox,23,1,6,39083
Lake,268,11,64,39085
Lawrence,28,0,4,39087
Licking,207,10,38,39089
Logan,37,0,4,39091
Lorain,648,58,115,39093
Lucas,2126,229,549,39095
Madison,134,7,17,39097
Mahoning,1341,169,297,39099
Marion,2619,21,76,39101
Medina,302,19,65,39103
Meigs,6,0,0,39105
Mercer,190,3,32,39107
Miami,348,30,50,39109
Monroe,71,11,11,39111
Montgomery,605,15,161,39113
Morgan,5,0,0,39115
Morrow,104,1,8,39117
Muskingum,45,0,8,39119
Noble,5,0,2,39121
Ottawa,91,7,24,39123
Paulding,13,0,5,39125
Perry,18,1,6,39127
Pickaway,2043,35,56,39129
Pike,6,0,0,39131
Portage,314,58,75,39133
Preble,30,1,6,39135
Putnam,87,14,15,39137
Richland,186,3,30,39139
Ross,66,2,17,39141
Sandusky,68,10,24,39143
Scioto,15,0,1,39145
Seneca,19,2,5,39147
Shelby,41,2,15,39149
Stark,685,89,147,39151
Summit,1236,159,340,39153
Trumbull,529,42,146,39155
Tuscarawas,318,2,36,39157
Union,45,0,3,39159
Van Wert,5,0,1,39161
Vinton,19,1,5,39163
Warren,336,19,46,39165
Washington,117,18,15,39167
Wayne,250,50,33,39169
Williams,52,1,4,39171
Wood,276,45,64,39173
Wyandot,36,2,3,39175
