County,Case Count,Death Count,Hospitalized Count,fips
Adams,5,0,0,39001
Allen,133,23,45,39003
Ashland,9,0,1,39005
Ashtabula,149,16,22,39007
Athens,4,1,1,39009
Auglaize,35,3,8,39011
Belmont,174,7,17,39013
Brown,12,1,2,39015
Butler,334,7,88,39017
Carroll,21,1,6,39019
Champaign,14,1,2,39021
Clark,70,2,12,39023
Clermont,103,3,24,39025
Clinton,31,0,7,39027
Columbiana,287,25,106,39029
Coshocton,17,0,4,39031
Crawford,56,1,8,39033
Cuyahoga,2398,121,611,39035
Darke,77,14,14,39037
Defiance,20,1,9,39039
Delaware,179,4,21,39041
Erie,60,3,15,39043
Fairfield,152,2,28,39045
Fayette,20,0,2,39047
Franklin,2988,84,411,39049
Fulton,26,0,6,39051
Gallia,6,1,3,39053
Geauga,169,16,31,39055
Greene,49,4,9,39057
Guernsey,19,0,2,39059
Hamilton,1434,80,286,39061
Hancock,39,1,7,39063
Hardin,26,0,2,39065
Harrison,6,0,2,39067
Henry,5,0,1,39069
Highland,11,0,2,39071
Hocking,19,1,7,39073
Holmes,6,1,2,39075
Huron,32,1,7,39077
Jackson,5,0,1,39079
Jefferson,45,1,13,39081
Knox,19,1,5,39083
Lake,173,8,51,39085
Lawrence,24,0,4,39087
Licking,130,5,26,39089
Logan,19,0,3,39091
Lorain,503,37,93,39093
Lucas,1429,120,434,39095
Madison,71,3,12,39097
Mahoning,961,83,250,39099
Marion,2332,4,29,39101
Medina,175,16,46,39103
Meigs,3,0,0,39105
Mercer,33,1,7,39107
Miami,144,27,49,39109
Monroe,4,0,2,39111
Montgomery,320,10,104,39113
Morgan,5,0,0,39115
Morrow,75,1,4,39117
Muskingum,18,0,4,39119
Noble,5,0,2,39121
Ottawa,40,1,15,39123
Paulding,8,0,3,39125
Perry,13,0,6,39127
Pickaway,1828,22,49,39129
Pike,3,0,0,39131
Portage,251,42,67,39133
Preble,27,1,6,39135
Putnam,71,9,12,39137
Richland,90,2,22,39139
Ross,41,1,9,39141
Sandusky,36,7,14,39143
Scioto,12,0,1,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,405,53,100,39151
Summit,716,58,248,39153
Trumbull,347,31,123,39155
Tuscarawas,126,0,13,39157
Union,25,0,2,39159
Van Wert,3,0,1,39161
Vinton,6,0,0,39163
Warren,172,11,33,39165
Washington,103,14,13,39167
Wayne,161,33,23,39169
Williams,41,1,4,39171
Wood,193,24,55,39173
Wyandot,24,2,3,39175
