County,Case Count,Death Count,Hospitalized Count,fips
Adams,4,0,0,39001
Allen,121,23,44,39003
Ashland,7,0,1,39005
Ashtabula,126,15,19,39007
Athens,3,1,1,39009
Auglaize,32,3,8,39011
Belmont,144,7,16,39013
Brown,11,1,2,39015
Butler,281,7,78,39017
Carroll,21,1,6,39019
Champaign,14,1,2,39021
Clark,57,2,10,39023
Clermont,88,3,22,39025
Clinton,29,0,7,39027
Columbiana,253,23,98,39029
Coshocton,17,0,4,39031
Crawford,45,0,5,39033
Cuyahoga,2126,112,567,39035
Darke,76,14,14,39037
Defiance,20,1,9,39039
Delaware,160,4,21,39041
Erie,56,3,15,39043
Fairfield,137,2,27,39045
Fayette,15,0,2,39047
Franklin,2441,73,357,39049
Fulton,22,0,5,39051
Gallia,6,1,3,39053
Geauga,154,13,28,39055
Greene,46,4,9,39057
Guernsey,15,0,1,39059
Hamilton,1218,71,267,39061
Hancock,37,1,7,39063
Hardin,25,0,2,39065
Harrison,4,0,1,39067
Henry,5,0,1,39069
Highland,11,0,2,39071
Hocking,18,1,7,39073
Holmes,6,1,2,39075
Huron,29,1,6,39077
Jackson,4,0,1,39079
Jefferson,43,1,12,39081
Knox,16,1,5,39083
Lake,168,7,51,39085
Lawrence,24,0,4,39087
Licking,118,5,25,39089
Logan,18,0,3,39091
Lorain,452,30,83,39093
Lucas,1251,117,406,39095
Madison,63,3,12,39097
Mahoning,828,80,243,39099
Marion,2196,4,28,39101
Medina,167,15,43,39103
Meigs,2,0,0,39105
Mercer,21,1,5,39107
Miami,139,27,49,39109
Monroe,3,0,2,39111
Montgomery,285,10,93,39113
Morgan,4,0,0,39115
Morrow,42,1,4,39117
Muskingum,12,0,4,39119
Noble,5,0,2,39121
Ottawa,38,0,14,39123
Paulding,8,0,3,39125
Perry,12,0,6,39127
Pickaway,1732,21,49,39129
Pike,3,0,0,39131
Portage,236,40,65,39133
Preble,27,1,6,39135
Putnam,67,8,12,39137
Richland,81,2,22,39139
Ross,39,1,9,39141
Sandusky,27,5,11,39143
Scioto,10,0,1,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,347,50,83,39151
Summit,608,49,232,39153
Trumbull,308,31,118,39155
Tuscarawas,74,0,12,39157
Union,22,0,2,39159
Van Wert,3,0,1,39161
Vinton,6,0,0,39163
Warren,146,11,27,39165
Washington,98,12,11,39167
Wayne,128,28,22,39169
Williams,34,1,4,39171
Wood,164,20,52,39173
Wyandot,24,2,3,39175
