County,Case Count,Death Count,Hospitalized Count,fips
Adams,8,0,1,39001
Allen,164,30,48,39003
Ashland,15,0,2,39005
Ashtabula,223,26,38,39007
Athens,8,1,1,39009
Auglaize,54,3,11,39011
Belmont,300,8,20,39013
Brown,22,1,3,39015
Butler,558,16,113,39017
Carroll,24,2,6,39019
Champaign,22,1,4,39021
Clark,131,3,20,39023
Clermont,144,4,31,39025
Clinton,38,0,11,39027
Columbiana,397,43,125,39029
Coshocton,20,0,4,39031
Crawford,92,2,12,39033
Cuyahoga,3156,162,817,39035
Darke,102,16,14,39037
Defiance,25,1,9,39039
Delaware,241,5,29,39041
Erie,88,3,19,39043
Fairfield,203,3,32,39045
Fayette,28,0,4,39047
Franklin,4330,156,553,39049
Fulton,34,0,6,39051
Gallia,6,1,3,39053
Geauga,212,24,48,39055
Greene,73,5,12,39057
Guernsey,22,0,2,39059
Hamilton,1961,109,361,39061
Hancock,44,1,7,39063
Hardin,29,0,2,39065
Harrison,9,0,2,39067
Henry,10,0,2,39069
Highland,14,1,4,39071
Hocking,31,2,10,39073
Holmes,10,1,2,39075
Huron,39,1,8,39077
Jackson,10,0,1,39079
Jefferson,59,2,16,39081
Knox,21,1,6,39083
Lake,214,8,60,39085
Lawrence,27,0,4,39087
Licking,182,7,35,39089
Logan,24,0,4,39091
Lorain,585,56,104,39093
Lucas,1921,204,512,39095
Madison,95,5,14,39097
Mahoning,1185,145,269,39099
Marion,2436,15,70,39101
Medina,210,18,52,39103
Meigs,3,0,0,39105
Mercer,115,1,21,39107
Miami,326,30,49,39109
Monroe,53,1,12,39111
Montgomery,489,12,142,39113
Morgan,5,0,0,39115
Morrow,97,1,6,39117
Muskingum,31,0,6,39119
Noble,5,0,2,39121
Ottawa,57,3,18,39123
Paulding,11,0,5,39125
Perry,15,1,6,39127
Pickaway,2005,25,53,39129
Pike,5,0,0,39131
Portage,289,51,74,39133
Preble,28,1,6,39135
Putnam,80,13,14,39137
Richland,150,2,26,39139
Ross,58,1,13,39141
Sandusky,56,8,18,39143
Scioto,13,0,1,39145
Seneca,15,2,5,39147
Shelby,35,1,15,39149
Stark,548,70,125,39151
Summit,989,104,309,39153
Trumbull,440,38,137,39155
Tuscarawas,246,1,24,39157
Union,30,0,3,39159
Van Wert,3,0,1,39161
Vinton,16,0,4,39163
Warren,259,13,42,39165
Washington,116,17,15,39167
Wayne,198,48,29,39169
Williams,46,1,4,39171
Wood,237,42,60,39173
Wyandot,29,2,3,39175
