County,Case Count,Death Count,Hospitalized Count,fips
Adams,10,1,1,39001
Allen,212,32,56,39003
Ashland,20,0,5,39005
Ashtabula,339,34,56,39007
Athens,18,1,1,39009
Auglaize,73,3,11,39011
Belmont,429,12,34,39013
Brown,29,1,4,39015
Butler,893,29,159,39017
Carroll,31,3,7,39019
Champaign,28,1,4,39021
Clark,285,6,35,39023
Clermont,211,5,40,39025
Clinton,43,1,12,39027
Columbiana,793,53,133,39029
Coshocton,40,0,4,39031
Crawford,114,4,19,39033
Cuyahoga,4444,226,1101,39035
Darke,170,21,19,39037
Defiance,34,2,11,39039
Delaware,337,13,37,39041
Erie,172,14,37,39043
Fairfield,267,6,40,39045
Fayette,40,0,5,39047
Franklin,5862,262,750,39049
Fulton,41,0,7,39051
Gallia,8,1,3,39053
Geauga,284,32,66,39055
Greene,101,5,15,39057
Guernsey,35,1,5,39059
Hamilton,2672,150,538,39061
Hancock,50,1,9,39063
Hardin,61,0,4,39065
Harrison,10,0,2,39067
Henry,15,0,2,39069
Highland,25,1,6,39071
Hocking,69,4,14,39073
Holmes,39,1,2,39075
Huron,58,1,11,39077
Jackson,14,0,1,39079
Jefferson,67,2,16,39081
Knox,25,1,6,39083
Lake,308,12,70,39085
Lawrence,30,0,4,39087
Licking,248,10,38,39089
Logan,39,0,5,39091
Lorain,687,59,120,39093
Lucas,2267,242,561,39095
Madison,156,7,20,39097
Mahoning,1431,174,311,39099
Marion,2666,28,80,39101
Medina,337,22,68,39103
Meigs,6,0,0,39105
Mercer,211,7,34,39107
Miami,357,30,51,39109
Monroe,78,12,13,39111
Montgomery,663,16,171,39113
Morgan,5,0,0,39115
Morrow,107,1,9,39117
Muskingum,52,0,9,39119
Noble,6,0,2,39121
Ottawa,99,16,26,39123
Paulding,14,0,5,39125
Perry,18,1,6,39127
Pickaway,2074,37,56,39129
Pike,6,0,0,39131
Portage,325,57,75,39133
Preble,37,1,6,39135
Putnam,92,14,15,39137
Richland,200,3,33,39139
Ross,71,2,20,39141
Sandusky,79,11,26,39143
Scioto,16,0,1,39145
Seneca,20,2,5,39147
Shelby,43,3,16,39149
Stark,727,91,159,39151
Summit,1420,173,357,39153
Trumbull,573,48,157,39155
Tuscarawas,343,4,44,39157
Union,52,1,5,39159
Van Wert,6,0,1,39161
Vinton,21,2,5,39163
Warren,373,21,51,39165
Washington,118,19,15,39167
Wayne,274,50,37,39169
Williams,55,1,5,39171
Wood,294,46,66,39173
Wyandot,41,2,3,39175
