County,Case Count,Death Count,Hospitalized Count,fips
Adams,19,1,2,39001
Allen,253,37,66,39003
Ashland,40,0,7,39005
Ashtabula,410,42,72,39007
Athens,25,1,4,39009
Auglaize,90,3,12,39011
Belmont,493,21,39,39013
Brown,45,1,7,39015
Butler,1223,39,205,39017
Carroll,42,3,9,39019
Champaign,37,1,4,39021
Clark,670,8,58,39023
Clermont,287,6,46,39025
Clinton,55,0,13,39027
Columbiana,975,58,144,39029
Coshocton,60,0,5,39031
Crawford,122,5,21,39033
Cuyahoga,5734,339,1342,39035
Darke,228,25,25,39037
Defiance,42,2,15,39039
Delaware,433,15,55,39041
Erie,218,22,41,39043
Fairfield,414,12,57,39045
Fayette,45,0,6,39047
Franklin,7915,358,989,39049
Fulton,53,0,7,39051
Gallia,9,1,3,39053
Geauga,361,37,78,39055
Greene,175,8,29,39057
Guernsey,46,3,7,39059
Hamilton,4020,187,657,39061
Hancock,63,1,11,39063
Hardin,107,10,7,39065
Harrison,11,1,3,39067
Henry,23,0,3,39069
Highland,39,1,7,39071
Hocking,74,7,16,39073
Holmes,136,3,6,39075
Huron,122,1,18,39077
Jackson,16,0,2,39079
Jefferson,74,2,17,39081
Knox,34,1,9,39083
Lake,369,14,77,39085
Lawrence,45,0,4,39087
Licking,337,11,42,39089
Logan,50,0,6,39091
Lorain,854,66,140,39093
Lucas,2511,294,614,39095
Madison,175,7,22,39097
Mahoning,1665,224,341,39099
Marion,2713,35,84,39101
Medina,416,31,73,39103
Meigs,9,0,0,39105
Mercer,257,8,44,39107
Miami,405,30,56,39109
Monroe,82,15,15,39111
Montgomery,1292,20,242,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,65,1,11,39119
Noble,6,0,2,39121
Ottawa,122,22,30,39123
Paulding,19,0,5,39125
Perry,26,1,7,39127
Pickaway,2141,41,63,39129
Pike,17,0,1,39131
Portage,369,58,86,39133
Preble,52,1,7,39135
Putnam,105,15,17,39137
Richland,277,4,42,39139
Ross,85,2,22,39141
Sandusky,110,13,34,39143
Scioto,22,0,5,39145
Seneca,31,2,11,39147
Shelby,52,3,18,39149
Stark,957,105,187,39151
Summit,1780,202,403,39153
Trumbull,726,55,183,39155
Tuscarawas,436,10,56,39157
Union,71,1,5,39159
Van Wert,16,0,2,39161
Vinton,22,2,6,39163
Warren,594,20,62,39165
Washington,120,20,15,39167
Wayne,330,52,42,39169
Williams,60,1,6,39171
Wood,337,51,67,39173
Wyandot,55,4,5,39175
