County,Case Count,Death Count,Hospitalized Count,fips
Adams,19,1,2,39001
Allen,255,38,66,39003
Ashland,44,0,7,39005
Ashtabula,411,42,72,39007
Athens,26,1,4,39009
Auglaize,91,3,13,39011
Belmont,500,21,39,39013
Brown,45,1,8,39015
Butler,1248,39,209,39017
Carroll,42,3,9,39019
Champaign,37,1,4,39021
Clark,688,8,60,39023
Clermont,288,6,49,39025
Clinton,55,0,13,39027
Columbiana,983,59,144,39029
Coshocton,60,0,5,39031
Crawford,125,5,21,39033
Cuyahoga,5820,341,1355,39035
Darke,228,25,25,39037
Defiance,43,3,15,39039
Delaware,439,15,55,39041
Erie,218,22,41,39043
Fairfield,426,14,57,39045
Fayette,45,0,6,39047
Franklin,8029,370,1003,39049
Fulton,54,0,7,39051
Gallia,9,1,3,39053
Geauga,363,37,80,39055
Greene,177,8,30,39057
Guernsey,46,3,7,39059
Hamilton,4098,188,665,39061
Hancock,64,1,11,39063
Hardin,107,10,7,39065
Harrison,11,1,3,39067
Henry,23,0,3,39069
Highland,39,1,7,39071
Hocking,74,7,16,39073
Holmes,152,3,7,39075
Huron,127,1,18,39077
Jackson,16,0,2,39079
Jefferson,74,2,17,39081
Knox,34,1,9,39083
Lake,373,15,78,39085
Lawrence,48,0,4,39087
Licking,340,11,42,39089
Logan,50,0,6,39091
Lorain,867,66,142,39093
Lucas,2516,298,616,39095
Madison,176,8,22,39097
Mahoning,1669,225,345,39099
Marion,2713,35,84,39101
Medina,426,31,73,39103
Meigs,9,0,0,39105
Mercer,258,8,44,39107
Miami,410,30,56,39109
Monroe,83,16,15,39111
Montgomery,1345,20,251,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,67,1,13,39119
Noble,6,0,2,39121
Ottawa,122,22,30,39123
Paulding,21,0,5,39125
Perry,26,1,7,39127
Pickaway,2144,41,63,39129
Pike,17,0,1,39131
Portage,371,58,86,39133
Preble,51,1,7,39135
Putnam,105,15,17,39137
Richland,280,4,45,39139
Ross,86,2,23,39141
Sandusky,110,13,34,39143
Scioto,27,0,5,39145
Seneca,32,2,11,39147
Shelby,52,4,18,39149
Stark,960,106,189,39151
Summit,1796,202,403,39153
Trumbull,742,56,185,39155
Tuscarawas,444,10,56,39157
Union,73,1,5,39159
Van Wert,18,0,2,39161
Vinton,22,2,6,39163
Warren,614,20,68,39165
Washington,120,20,15,39167
Wayne,332,52,45,39169
Williams,60,1,6,39171
Wood,342,51,67,39173
Wyandot,55,4,5,39175
