County,Case Count,Death Count,Hospitalized Count,fips
Adams,3,0,0,39001
Allen,24,1,17,39003
Ashland,5,0,1,39005
Ashtabula,19,0,7,39007
Athens,3,1,1,39009
Auglaize,9,1,3,39011
Belmont,42,1,8,39013
Brown,4,1,1,39015
Butler,112,2,41,39017
Carroll,10,0,5,39019
Champaign,6,0,2,39021
Clark,14,0,4,39023
Clermont,36,1,7,39025
Clinton,15,0,3,39027
Columbiana,92,6,58,39029
Coshocton,15,0,3,39031
Crawford,13,0,1,39033
Cuyahoga,1052,22,299,39035
Darke,40,7,3,39037
Defiance,11,0,5,39039
Delaware,88,2,14,39041
Erie,10,1,8,39043
Fairfield,73,0,17,39045
Fayette,5,0,0,39047
Franklin,850,14,165,39049
Fulton,5,0,2,39051
Gallia,4,1,3,39053
Geauga,49,1,15,39055
Greene,22,1,7,39057
Guernsey,5,0,1,39059
Hamilton,504,14,98,39061
Hancock,17,1,6,39063
Hardin,4,0,1,39065
Henry,1,0,1,39069
Highland,6,0,2,39071
Holmes,3,0,1,39075
Huron,10,1,4,39077
Jackson,2,0,1,39079
Jefferson,20,0,7,39081
Knox,9,1,4,39083
Lake,108,6,36,39085
Lawrence,15,0,2,39087
Licking,79,3,17,39089
Logan,7,0,2,39091
Lorain,150,5,46,39093
Lucas,443,20,172,39095
Madison,23,2,7,39097
Mahoning,358,31,156,39099
Marion,42,0,8,39101
Medina,103,5,35,39103
Meigs,1,0,0,39105
Mercer,12,1,3,39107
Miami,113,14,44,39109
Monroe,2,0,2,39111
Montgomery,161,4,54,39113
Morgan,2,0,0,39115
Morrow,8,0,3,39117
Muskingum,8,0,2,39119
Noble,1,0,0,39121
Ottawa,9,0,5,39123
Paulding,2,0,1,39125
Perry,7,0,2,39127
Pickaway,44,0,0,39129
Pike,1,0,0,39131
Portage,124,14,36,39133
Preble,10,1,5,39135
Richland,28,1,15,39139
Ross,12,0,5,39141
Sandusky,7,1,5,39143
Scioto,3,0,0,39145
Seneca,8,1,4,39147
Shelby,24,0,9,39149
Stark,125,11,29,39151
Summit,235,13,90,39153
Trumbull,149,8,74,39155
Tuscarawas,26,0,6,39157
Union,10,0,1,39159
Van Wert,2,0,1,39161
Warren,72,0,10,39165
Washington,35,1,3,39167
Wayne,37,5,12,39169
Williams,2,0,2,39171
Wood,49,3,23,39173
Wyandot,9,1,2,39175
