County,Case Count,Death Count,Hospitalized Count,fips
Adams,5,0,0,39001
Allen,138,28,47,39003
Ashland,12,0,1,39005
Ashtabula,169,18,27,39007
Athens,4,1,1,39009
Auglaize,36,3,8,39011
Belmont,205,7,20,39013
Brown,16,1,3,39015
Butler,372,12,95,39017
Carroll,21,1,6,39019
Champaign,16,1,3,39021
Clark,74,2,12,39023
Clermont,110,3,27,39025
Clinton,32,0,8,39027
Columbiana,311,32,112,39029
Coshocton,18,0,4,39031
Crawford,65,1,8,39033
Cuyahoga,2591,136,681,39035
Darke,79,14,14,39037
Defiance,21,1,9,39039
Delaware,196,4,27,39041
Erie,75,3,17,39043
Fairfield,162,2,29,39045
Fayette,23,0,3,39047
Franklin,3377,107,459,39049
Fulton,30,0,6,39051
Gallia,6,1,3,39053
Geauga,184,19,37,39055
Greene,52,5,10,39057
Guernsey,20,0,2,39059
Hamilton,1572,93,311,39061
Hancock,39,1,7,39063
Hardin,26,0,2,39065
Harrison,6,0,2,39067
Henry,6,0,1,39069
Highland,11,1,3,39071
Hocking,20,1,8,39073
Holmes,7,1,2,39075
Huron,34,1,8,39077
Jackson,7,0,1,39079
Jefferson,49,2,15,39081
Knox,20,1,5,39083
Lake,187,8,52,39085
Lawrence,24,0,4,39087
Licking,146,7,31,39089
Logan,23,0,4,39091
Lorain,528,42,97,39093
Lucas,1583,155,463,39095
Madison,73,3,12,39097
Mahoning,1044,115,254,39099
Marion,2350,13,57,39101
Medina,185,17,48,39103
Meigs,3,0,0,39105
Mercer,42,1,9,39107
Miami,145,27,49,39109
Monroe,5,0,2,39111
Montgomery,345,10,108,39113
Morgan,5,0,0,39115
Morrow,83,1,5,39117
Muskingum,23,0,6,39119
Noble,5,0,2,39121
Ottawa,44,2,16,39123
Paulding,8,0,3,39125
Perry,13,1,6,39127
Pickaway,1841,23,50,39129
Pike,4,0,0,39131
Portage,265,46,69,39133
Preble,27,1,6,39135
Putnam,73,12,12,39137
Richland,94,2,24,39139
Ross,44,1,10,39141
Sandusky,41,7,17,39143
Scioto,15,0,1,39145
Seneca,14,1,5,39147
Shelby,31,1,13,39149
Stark,450,60,104,39151
Summit,831,73,269,39153
Trumbull,371,35,126,39155
Tuscarawas,153,1,21,39157
Union,28,0,3,39159
Van Wert,3,0,1,39161
Vinton,9,0,0,39163
Warren,188,13,35,39165
Washington,111,17,15,39167
Wayne,177,41,24,39169
Williams,43,1,4,39171
Wood,212,29,56,39173
Wyandot,25,2,3,39175
