County,Case Count,Death Count,Hospitalized Count,fips
Adams,11,1,2,39001
Allen,222,33,58,39003
Ashland,24,0,5,39005
Ashtabula,372,38,65,39007
Athens,18,1,1,39009
Auglaize,78,3,11,39011
Belmont,451,15,36,39013
Brown,31,1,5,39015
Butler,999,32,176,39017
Carroll,36,3,9,39019
Champaign,33,1,4,39021
Clark,355,8,40,39023
Clermont,227,6,40,39025
Clinton,47,0,13,39027
Columbiana,896,53,134,39029
Coshocton,48,0,4,39031
Crawford,120,4,21,39033
Cuyahoga,4858,268,1193,39035
Darke,193,23,22,39037
Defiance,36,2,11,39039
Delaware,368,14,44,39041
Erie,189,16,37,39043
Fairfield,326,9,46,39045
Fayette,42,0,6,39047
Franklin,6512,299,825,39049
Fulton,46,0,7,39051
Gallia,9,1,3,39053
Geauga,309,34,73,39055
Greene,111,5,17,39057
Guernsey,42,2,6,39059
Hamilton,2860,171,588,39061
Hancock,56,1,9,39063
Hardin,73,1,6,39065
Harrison,10,0,2,39067
Henry,18,0,2,39069
Highland,29,1,7,39071
Hocking,71,5,15,39073
Holmes,68,3,4,39075
Huron,63,1,12,39077
Jackson,15,0,1,39079
Jefferson,68,2,17,39081
Knox,28,1,6,39083
Lake,331,12,71,39085
Lawrence,30,0,4,39087
Licking,277,10,39,39089
Logan,44,0,5,39091
Lorain,747,61,132,39093
Lucas,2348,265,580,39095
Madison,166,7,20,39097
Mahoning,1511,194,323,39099
Marion,2691,32,83,39101
Medina,387,25,71,39103
Meigs,6,0,0,39105
Mercer,233,8,38,39107
Miami,374,30,53,39109
Monroe,80,15,15,39111
Montgomery,791,17,191,39113
Morgan,6,0,0,39115
Morrow,108,1,8,39117
Muskingum,56,1,10,39119
Noble,6,0,2,39121
Ottawa,109,19,28,39123
Paulding,14,0,5,39125
Perry,20,1,7,39127
Pickaway,2106,38,57,39129
Pike,9,0,0,39131
Portage,339,57,76,39133
Preble,39,1,6,39135
Putnam,97,14,16,39137
Richland,231,4,34,39139
Ross,74,2,21,39141
Sandusky,95,12,30,39143
Scioto,18,0,4,39145
Seneca,27,2,8,39147
Shelby,49,3,18,39149
Stark,817,102,169,39151
Summit,1548,183,379,39153
Trumbull,612,53,164,39155
Tuscarawas,378,5,49,39157
Union,58,1,5,39159
Van Wert,8,0,1,39161
Vinton,20,2,5,39163
Warren,419,20,54,39165
Washington,118,19,15,39167
Wayne,298,51,42,39169
Williams,58,1,5,39171
Wood,307,49,66,39173
Wyandot,48,2,5,39175
