County,Case Count,Death Count,Hospitalized Count,fips
Adams,11,1,2,39001
Allen,224,34,59,39003
Ashland,24,0,5,39005
Ashtabula,374,38,65,39007
Athens,18,1,1,39009
Auglaize,80,3,11,39011
Belmont,453,15,36,39013
Brown,31,1,5,39015
Butler,1013,32,179,39017
Carroll,36,3,9,39019
Champaign,34,1,4,39021
Clark,371,8,40,39023
Clermont,232,6,40,39025
Clinton,48,0,13,39027
Columbiana,899,54,135,39029
Coshocton,48,0,4,39031
Crawford,121,4,21,39033
Cuyahoga,4910,283,1211,39035
Darke,193,24,22,39037
Defiance,37,2,12,39039
Delaware,369,14,45,39041
Erie,190,16,37,39043
Fairfield,333,9,46,39045
Fayette,43,0,6,39047
Franklin,6586,300,837,39049
Fulton,50,0,7,39051
Gallia,9,1,3,39053
Geauga,313,34,74,39055
Greene,114,5,17,39057
Guernsey,43,2,6,39059
Hamilton,2891,172,591,39061
Hancock,58,1,10,39063
Hardin,76,3,6,39065
Harrison,10,0,2,39067
Henry,19,0,2,39069
Highland,30,1,7,39071
Hocking,74,5,16,39073
Holmes,69,3,4,39075
Huron,63,1,12,39077
Jackson,15,0,1,39079
Jefferson,69,2,17,39081
Knox,29,1,7,39083
Lake,334,12,71,39085
Lawrence,30,0,4,39087
Licking,280,10,39,39089
Logan,46,0,6,39091
Lorain,755,62,133,39093
Lucas,2354,266,580,39095
Madison,167,7,20,39097
Mahoning,1516,195,324,39099
Marion,2694,32,83,39101
Medina,388,25,71,39103
Meigs,6,0,0,39105
Mercer,237,8,39,39107
Miami,375,30,53,39109
Monroe,81,15,15,39111
Montgomery,817,17,191,39113
Morgan,6,0,0,39115
Morrow,108,1,8,39117
Muskingum,57,1,10,39119
Noble,6,0,2,39121
Ottawa,109,19,28,39123
Paulding,14,0,5,39125
Perry,20,1,7,39127
Pickaway,2108,39,57,39129
Pike,9,0,0,39131
Portage,341,57,76,39133
Preble,39,1,6,39135
Putnam,97,14,16,39137
Richland,232,4,34,39139
Ross,74,2,21,39141
Sandusky,97,12,31,39143
Scioto,19,0,5,39145
Seneca,27,2,8,39147
Shelby,49,3,18,39149
Stark,821,102,169,39151
Summit,1571,184,380,39153
Trumbull,616,53,164,39155
Tuscarawas,381,5,49,39157
Union,58,1,5,39159
Van Wert,8,0,1,39161
Vinton,21,2,6,39163
Warren,427,20,55,39165
Washington,118,19,15,39167
Wayne,300,51,42,39169
Williams,58,1,5,39171
Wood,308,49,66,39173
Wyandot,48,2,5,39175
