County,Case Count,Death Count,Hospitalized Count,fips
Adams,8,0,1,39001
Allen,167,30,50,39003
Ashland,15,0,2,39005
Ashtabula,232,26,39,39007
Athens,8,1,1,39009
Auglaize,54,3,11,39011
Belmont,328,8,20,39013
Brown,22,1,3,39015
Butler,591,16,116,39017
Carroll,25,2,6,39019
Champaign,23,1,4,39021
Clark,139,3,21,39023
Clermont,152,4,31,39025
Clinton,39,0,12,39027
Columbiana,420,43,125,39029
Coshocton,19,0,4,39031
Crawford,94,2,16,39033
Cuyahoga,3321,173,850,39035
Darke,118,16,15,39037
Defiance,25,1,9,39039
Delaware,258,5,30,39041
Erie,102,3,22,39043
Fairfield,205,3,32,39045
Fayette,31,0,4,39047
Franklin,4493,170,579,39049
Fulton,34,0,6,39051
Gallia,7,1,3,39053
Geauga,220,24,51,39055
Greene,75,5,12,39057
Guernsey,24,0,2,39059
Hamilton,2047,111,375,39061
Hancock,45,1,7,39063
Hardin,30,0,2,39065
Harrison,9,0,2,39067
Henry,10,0,2,39069
Highland,16,1,5,39071
Hocking,61,2,10,39073
Holmes,11,1,2,39075
Huron,41,1,8,39077
Jackson,11,0,1,39079
Jefferson,61,2,16,39081
Knox,22,1,6,39083
Lake,224,8,60,39085
Lawrence,27,0,4,39087
Licking,185,7,35,39089
Logan,23,0,4,39091
Lorain,595,57,107,39093
Lucas,1960,204,522,39095
Madison,98,5,14,39097
Mahoning,1212,146,275,39099
Marion,2500,15,70,39101
Medina,216,18,52,39103
Meigs,3,0,0,39105
Mercer,133,2,24,39107
Miami,332,30,49,39109
Monroe,55,2,11,39111
Montgomery,504,13,144,39113
Morgan,5,0,0,39115
Morrow,97,1,6,39117
Muskingum,35,0,6,39119
Noble,5,0,2,39121
Ottawa,65,3,18,39123
Paulding,11,0,5,39125
Perry,15,1,6,39127
Pickaway,2018,25,53,39129
Pike,5,0,0,39131
Portage,292,51,74,39133
Preble,29,1,6,39135
Putnam,82,13,15,39137
Richland,159,2,26,39139
Ross,58,1,13,39141
Sandusky,56,8,18,39143
Scioto,14,0,1,39145
Seneca,15,2,5,39147
Shelby,34,1,15,39149
Stark,558,74,129,39151
Summit,1004,110,312,39153
Trumbull,450,38,138,39155
Tuscarawas,264,1,25,39157
Union,35,0,3,39159
Van Wert,4,0,1,39161
Vinton,16,0,4,39163
Warren,275,15,44,39165
Washington,116,17,15,39167
Wayne,201,48,29,39169
Williams,47,1,4,39171
Wood,249,42,61,39173
Wyandot,29,2,3,39175
