County,Case Count,Death Count,Hospitalized Count,fips
Adams,19,1,2,39001
Allen,257,38,66,39003
Ashland,45,0,7,39005
Ashtabula,412,42,72,39007
Athens,28,1,4,39009
Auglaize,91,3,13,39011
Belmont,506,21,39,39013
Brown,47,1,8,39015
Butler,1269,40,210,39017
Carroll,43,3,9,39019
Champaign,37,1,4,39021
Clark,697,8,60,39023
Clermont,294,6,49,39025
Clinton,55,0,13,39027
Columbiana,984,60,144,39029
Coshocton,64,0,6,39031
Crawford,125,5,21,39033
Cuyahoga,5964,343,1369,39035
Darke,228,25,25,39037
Defiance,43,3,15,39039
Delaware,441,15,57,39041
Erie,219,22,41,39043
Fairfield,433,15,57,39045
Fayette,45,0,6,39047
Franklin,8144,376,1011,39049
Fulton,54,0,7,39051
Gallia,9,1,3,39053
Geauga,369,40,82,39055
Greene,183,9,30,39057
Guernsey,47,3,8,39059
Hamilton,4189,189,677,39061
Hancock,65,1,11,39063
Hardin,107,11,11,39065
Harrison,12,1,4,39067
Henry,23,0,3,39069
Highland,39,1,7,39071
Hocking,74,7,16,39073
Holmes,162,3,7,39075
Huron,129,1,18,39077
Jackson,16,0,2,39079
Jefferson,74,2,17,39081
Knox,34,1,9,39083
Lake,381,14,78,39085
Lawrence,52,0,4,39087
Licking,344,11,42,39089
Logan,50,0,6,39091
Lorain,878,66,144,39093
Lucas,2527,299,619,39095
Madison,177,8,22,39097
Mahoning,1680,226,346,39099
Marion,2714,35,84,39101
Medina,434,31,73,39103
Meigs,9,0,0,39105
Mercer,259,8,45,39107
Miami,411,30,56,39109
Monroe,83,16,15,39111
Montgomery,1392,21,256,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,69,1,14,39119
Noble,6,0,2,39121
Ottawa,123,22,30,39123
Paulding,21,0,5,39125
Perry,26,1,7,39127
Pickaway,2148,41,63,39129
Pike,17,0,1,39131
Portage,379,58,87,39133
Preble,51,1,7,39135
Putnam,106,15,17,39137
Richland,285,4,46,39139
Ross,87,2,23,39141
Sandusky,110,13,34,39143
Scioto,28,0,5,39145
Seneca,31,2,11,39147
Shelby,52,4,18,39149
Stark,963,107,188,39151
Summit,1809,202,403,39153
Trumbull,756,56,188,39155
Tuscarawas,449,10,56,39157
Union,73,1,5,39159
Van Wert,19,0,2,39161
Vinton,22,2,6,39163
Warren,629,20,72,39165
Washington,120,20,15,39167
Wayne,338,52,45,39169
Williams,60,1,6,39171
Wood,344,51,68,39173
Wyandot,55,4,5,39175
