County,Case Count,Death Count,Hospitalized Count,fips
Adams,21,1,2,39001
Allen,297,40,69,39003
Ashland,55,1,10,39005
Ashtabula,421,44,75,39007
Athens,37,1,4,39009
Auglaize,99,3,13,39011
Belmont,534,21,39,39013
Brown,53,1,8,39015
Butler,1448,44,224,39017
Carroll,51,3,9,39019
Champaign,38,1,4,39021
Clark,739,9,63,39023
Clermont,356,6,53,39025
Clinton,62,0,13,39027
Columbiana,1209,60,147,39029
Coshocton,81,1,11,39031
Crawford,135,7,22,39033
Cuyahoga,7013,366,1487,39035
Darke,236,25,27,39037
Defiance,48,3,17,39039
Delaware,518,15,58,39041
Erie,229,22,42,39043
Fairfield,503,16,60,39045
Fayette,46,0,6,39047
Franklin,9338,407,1069,39049
Fulton,57,0,7,39051
Gallia,14,1,4,39053
Geauga,390,42,85,39055
Greene,222,9,32,39057
Guernsey,60,3,12,39059
Hamilton,5224,198,714,39061
Hancock,76,1,11,39063
Hardin,113,12,18,39065
Harrison,12,1,4,39067
Henry,29,0,3,39069
Highland,43,1,8,39071
Hocking,76,7,16,39073
Holmes,204,3,10,39075
Huron,177,2,19,39077
Jackson,17,0,2,39079
Jefferson,80,2,17,39081
Knox,39,1,9,39083
Lake,443,16,85,39085
Lawrence,65,0,4,39087
Licking,416,11,52,39089
Logan,58,1,6,39091
Lorain,962,67,155,39093
Lucas,2628,302,631,39095
Madison,188,8,24,39097
Mahoning,1752,228,357,39099
Marion,2731,38,85,39101
Medina,491,32,76,39103
Meigs,11,0,0,39105
Mercer,272,8,47,39107
Miami,442,31,57,39109
Monroe,86,17,15,39111
Montgomery,1784,26,288,39113
Morgan,9,0,0,39115
Morrow,115,1,9,39117
Muskingum,73,1,13,39119
Noble,11,0,2,39121
Ottawa,130,23,30,39123
Paulding,23,0,5,39125
Perry,30,1,7,39127
Pickaway,2176,41,68,39129
Pike,20,0,4,39131
Portage,418,58,90,39133
Preble,66,1,10,39135
Putnam,115,16,18,39137
Richland,318,5,48,39139
Ross,109,2,24,39141
Sandusky,122,13,36,39143
Scioto,36,0,6,39145
Seneca,33,2,11,39147
Shelby,59,4,18,39149
Stark,1052,112,197,39151
Summit,1969,206,420,39153
Trumbull,863,62,210,39155
Tuscarawas,515,10,61,39157
Union,80,1,7,39159
Van Wert,27,0,2,39161
Vinton,22,2,6,39163
Warren,757,21,81,39165
Washington,127,20,15,39167
Wayne,354,52,45,39169
Williams,65,2,7,39171
Wood,384,51,70,39173
Wyandot,58,4,6,39175
