County,Case Count,Death Count,Hospitalized Count,fips
Adams,5,0,0,39001
Allen,116,22,43,39003
Ashland,6,0,1,39005
Ashtabula,116,15,19,39007
Athens,3,1,1,39009
Auglaize,32,3,8,39011
Belmont,128,7,16,39013
Brown,11,1,2,39015
Butler,261,7,74,39017
Carroll,19,1,6,39019
Champaign,14,1,2,39021
Clark,51,2,10,39023
Clermont,81,3,21,39025
Clinton,29,0,7,39027
Columbiana,247,23,95,39029
Coshocton,17,0,4,39031
Crawford,45,0,5,39033
Cuyahoga,2030,110,552,39035
Darke,76,14,14,39037
Defiance,20,1,9,39039
Delaware,153,4,21,39041
Erie,54,3,14,39043
Fairfield,129,2,27,39045
Fayette,15,0,1,39047
Franklin,2216,71,335,39049
Fulton,21,0,5,39051
Gallia,6,1,3,39053
Geauga,153,13,28,39055
Greene,46,4,9,39057
Guernsey,15,0,1,39059
Hamilton,1150,68,261,39061
Hancock,37,1,7,39063
Hardin,24,0,2,39065
Harrison,4,0,1,39067
Henry,5,0,1,39069
Highland,11,1,2,39071
Hocking,16,1,7,39073
Holmes,5,1,2,39075
Huron,30,1,5,39077
Jackson,4,0,1,39079
Jefferson,43,1,12,39081
Knox,16,1,5,39083
Lake,165,7,50,39085
Lawrence,24,0,4,39087
Licking,115,5,24,39089
Logan,18,0,3,39091
Lorain,418,22,81,39093
Lucas,1208,114,392,39095
Madison,60,3,12,39097
Mahoning,804,81,238,39099
Marion,2196,4,28,39101
Medina,165,15,43,39103
Meigs,2,0,0,39105
Mercer,18,1,4,39107
Miami,138,27,49,39109
Monroe,3,0,2,39111
Montgomery,279,10,89,39113
Morgan,4,0,0,39115
Morrow,41,1,4,39117
Muskingum,10,0,4,39119
Noble,5,0,2,39121
Ottawa,37,0,13,39123
Paulding,8,0,3,39125
Perry,12,0,6,39127
Pickaway,1722,20,49,39129
Pike,3,0,0,39131
Portage,230,39,65,39133
Preble,27,2,5,39135
Putnam,64,6,11,39137
Richland,80,1,22,39139
Ross,37,1,8,39141
Sandusky,23,4,9,39143
Scioto,8,0,0,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,333,39,80,39151
Summit,584,49,223,39153
Trumbull,305,30,115,39155
Tuscarawas,60,0,11,39157
Union,19,0,2,39159
Van Wert,3,0,1,39161
Vinton,5,0,0,39163
Warren,134,11,26,39165
Washington,95,12,11,39167
Wayne,125,24,21,39169
Williams,33,1,4,39171
Wood,154,20,48,39173
Wyandot,25,2,3,39175
