County,Case Count,Death Count,Hospitalized Count,fips
Adams,5,0,0,39001
Allen,135,25,46,39003
Ashland,9,0,1,39005
Ashtabula,160,17,24,39007
Athens,4,1,1,39009
Auglaize,36,3,8,39011
Belmont,181,7,18,39013
Brown,13,1,3,39015
Butler,346,8,89,39017
Carroll,21,1,6,39019
Champaign,15,1,2,39021
Clark,69,2,12,39023
Clermont,109,3,27,39025
Clinton,31,0,7,39027
Columbiana,292,28,106,39029
Coshocton,17,0,4,39031
Crawford,57,1,8,39033
Cuyahoga,2428,128,647,39035
Darke,77,14,14,39037
Defiance,21,1,9,39039
Delaware,184,4,24,39041
Erie,67,3,16,39043
Fairfield,155,3,27,39045
Fayette,21,0,2,39047
Franklin,3097,87,429,39049
Fulton,29,0,6,39051
Gallia,6,1,3,39053
Geauga,172,16,32,39055
Greene,50,5,9,39057
Guernsey,19,0,2,39059
Hamilton,1480,83,294,39061
Hancock,39,1,7,39063
Hardin,26,0,2,39065
Harrison,6,0,2,39067
Henry,6,0,1,39069
Highland,11,1,3,39071
Hocking,19,1,7,39073
Holmes,6,1,2,39075
Huron,33,1,7,39077
Jackson,6,0,1,39079
Jefferson,46,1,14,39081
Knox,19,1,5,39083
Lake,176,8,52,39085
Lawrence,24,0,4,39087
Licking,133,7,30,39089
Logan,19,0,3,39091
Lorain,510,39,94,39093
Lucas,1478,133,442,39095
Madison,73,3,12,39097
Mahoning,998,92,250,39099
Marion,2335,9,56,39101
Medina,177,16,46,39103
Meigs,3,0,0,39105
Mercer,38,1,9,39107
Miami,144,27,49,39109
Monroe,4,0,2,39111
Montgomery,328,10,105,39113
Morgan,5,0,0,39115
Morrow,83,1,5,39117
Muskingum,21,0,5,39119
Noble,5,0,2,39121
Ottawa,44,1,15,39123
Paulding,8,0,3,39125
Perry,13,1,6,39127
Pickaway,1831,22,49,39129
Pike,4,0,0,39131
Portage,254,43,68,39133
Preble,27,1,6,39135
Putnam,71,10,12,39137
Richland,91,2,24,39139
Ross,42,2,10,39141
Sandusky,41,7,16,39143
Scioto,13,0,1,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,414,57,102,39151
Summit,751,66,258,39153
Trumbull,356,35,125,39155
Tuscarawas,133,0,13,39157
Union,26,0,2,39159
Van Wert,3,0,1,39161
Vinton,8,0,0,39163
Warren,178,12,34,39165
Washington,105,15,15,39167
Wayne,166,33,24,39169
Williams,42,1,4,39171
Wood,203,27,55,39173
Wyandot,24,2,3,39175
