County,Case Count,Death Count,Hospitalized Count,fips
Adams,9,1,1,39001
Allen,211,32,55,39003
Ashland,20,0,5,39005
Ashtabula,338,34,56,39007
Athens,18,1,1,39009
Auglaize,73,3,11,39011
Belmont,428,12,34,39013
Brown,28,1,4,39015
Butler,874,29,159,39017
Carroll,30,3,7,39019
Champaign,27,1,4,39021
Clark,277,6,34,39023
Clermont,206,5,40,39025
Clinton,43,1,12,39027
Columbiana,743,52,133,39029
Coshocton,38,0,4,39031
Crawford,114,4,19,39033
Cuyahoga,4369,226,1098,39035
Darke,167,21,19,39037
Defiance,33,2,11,39039
Delaware,331,13,37,39041
Erie,171,14,37,39043
Fairfield,259,6,37,39045
Fayette,40,0,5,39047
Franklin,5773,260,732,39049
Fulton,40,0,7,39051
Gallia,9,1,3,39053
Geauga,282,32,66,39055
Greene,101,5,15,39057
Guernsey,35,1,5,39059
Hamilton,2642,148,535,39061
Hancock,50,1,9,39063
Hardin,60,0,4,39065
Harrison,10,0,2,39067
Henry,15,0,2,39069
Highland,23,1,6,39071
Hocking,69,4,14,39073
Holmes,34,1,2,39075
Huron,57,1,10,39077
Jackson,14,0,1,39079
Jefferson,67,2,16,39081
Knox,25,1,6,39083
Lake,306,12,69,39085
Lawrence,30,0,4,39087
Licking,243,10,38,39089
Logan,38,0,5,39091
Lorain,678,59,120,39093
Lucas,2241,242,560,39095
Madison,152,7,20,39097
Mahoning,1428,174,311,39099
Marion,2660,28,80,39101
Medina,337,23,68,39103
Meigs,6,0,0,39105
Mercer,210,7,34,39107
Miami,355,30,51,39109
Monroe,78,12,13,39111
Montgomery,656,16,171,39113
Morgan,5,0,0,39115
Morrow,107,1,9,39117
Muskingum,50,0,9,39119
Noble,6,0,2,39121
Ottawa,99,16,26,39123
Out,1,0,0,
Paulding,14,0,5,39125
Perry,18,1,6,39127
Pickaway,2050,37,56,39129
Pike,6,0,0,39131
Portage,323,57,75,39133
Preble,35,1,6,39135
Putnam,91,14,15,39137
Richland,199,3,33,39139
Ross,71,2,20,39141
Sandusky,73,11,26,39143
Scioto,15,0,1,39145
Seneca,20,2,5,39147
Shelby,41,3,16,39149
Stark,723,91,157,39151
Summit,1390,172,355,39153
Trumbull,569,48,156,39155
Tuscarawas,342,3,43,39157
Union,51,1,5,39159
Van Wert,6,0,1,39161
Vinton,21,2,5,39163
Warren,366,21,51,39165
Washington,118,19,15,39167
Wayne,272,50,37,39169
Williams,54,1,5,39171
Wood,287,46,66,39173
Wyandot,40,2,3,39175
