County,Case Count,Death Count,Hospitalized Count,fips
Adams,28,2,2,39001
Allen,385,41,78,39003
Ashland,69,2,11,39005
Ashtabula,452,44,81,39007
Athens,192,1,9,39009
Auglaize,112,4,14,39011
Belmont,573,24,44,39013
Brown,62,1,8,39015
Butler,1897,47,244,39017
Carroll,71,3,14,39019
Champaign,57,1,6,39021
Clark,820,10,67,39023
Clermont,515,7,61,39025
Clinton,91,2,18,39027
Columbiana,1395,60,159,39029
Coshocton,143,4,17,39031
Crawford,140,5,21,39033
Cuyahoga,9359,399,1732,39035
Darke,261,26,28,39037
Defiance,55,3,17,39039
Delaware,763,15,61,39041
Erie,301,22,50,39043
Fairfield,719,17,66,39045
Fayette,58,0,7,39047
Franklin,12301,449,1220,39049
Fulton,68,0,11,39051
Gallia,21,1,6,39053
Geauga,431,43,86,39055
Greene,365,9,40,39057
Guernsey,82,4,15,39059
Hamilton,7046,208,788,39061
Hancock,87,1,11,39063
Hardin,125,12,23,39065
Harrison,13,1,4,39067
Henry,37,0,5,39069
Highland,58,1,9,39071
Hocking,83,9,16,39073
Holmes,262,5,22,39075
Huron,260,2,25,39077
Jackson,31,0,3,39079
Jefferson,127,2,23,39081
Knox,57,1,10,39083
Lake,627,23,95,39085
Lawrence,92,0,9,39087
Licking,600,12,65,39089
Logan,71,1,6,39091
Lorain,1189,70,175,39093
Lucas,3079,306,650,39095
Madison,225,9,25,39097
Mahoning,1971,239,380,39099
Marion,2755,39,85,39101
Medina,599,32,80,39103
Meigs,13,0,0,39105
Mercer,304,10,51,39107
Miami,514,31,63,39109
Monroe,89,17,15,39111
Montgomery,2579,36,383,39113
Morgan,12,0,0,39115
Morrow,127,1,10,39117
Muskingum,106,1,18,39119
Noble,14,0,2,39121
Ottawa,217,24,31,39123
Paulding,34,0,6,39125
Perry,48,1,7,39127
Pickaway,2229,42,80,39129
Pike,29,0,7,39131
Portage,509,60,96,39133
Preble,96,1,15,39135
Putnam,145,15,21,39137
Richland,390,6,57,39139
Ross,150,3,31,39141
Sandusky,176,15,42,39143
Scioto,77,0,9,39145
Seneca,44,2,12,39147
Shelby,77,4,19,39149
Stark,1244,116,213,39151
Summit,2382,209,442,39153
Trumbull,1066,78,241,39155
Tuscarawas,621,10,72,39157
Union,115,1,10,39159
Van Wert,49,1,5,39161
Vinton,23,2,6,39163
Warren,1018,26,95,39165
Washington,147,20,15,39167
Wayne,376,55,49,39169
Williams,77,2,7,39171
Wood,510,51,76,39173
Wyandot,66,5,7,39175
