County,Case Count,Death Count,Hospitalized Count,fips
Adams,6,0,0,39001
Allen,154,30,47,39003
Ashland,15,0,1,39005
Ashtabula,199,24,32,39007
Athens,6,1,1,39009
Auglaize,46,3,9,39011
Belmont,266,7,20,39013
Brown,20,1,3,39015
Butler,496,14,105,39017
Carroll,24,2,6,39019
Champaign,19,1,4,39021
Clark,104,3,20,39023
Clermont,125,3,28,39025
Clinton,35,0,10,39027
Columbiana,343,39,120,39029
Coshocton,19,0,4,39031
Crawford,79,1,9,39033
Cuyahoga,2908,151,761,39035
Darke,90,15,15,39037
Defiance,25,1,9,39039
Delaware,232,4,29,39041
Erie,85,3,18,39043
Fairfield,188,3,30,39045
Fayette,23,0,4,39047
Franklin,4002,138,525,39049
Fulton,32,0,6,39051
Gallia,6,1,3,39053
Geauga,195,21,41,39055
Greene,67,5,12,39057
Guernsey,21,0,2,39059
Hamilton,1859,102,341,39061
Hancock,39,1,7,39063
Hardin,28,0,2,39065
Harrison,7,0,2,39067
Henry,10,0,2,39069
Highland,14,1,4,39071
Hocking,22,1,9,39073
Holmes,8,1,2,39075
Huron,39,1,8,39077
Jackson,8,0,1,39079
Jefferson,56,2,16,39081
Knox,20,1,6,39083
Lake,203,8,58,39085
Lawrence,25,0,4,39087
Licking,172,7,33,39089
Logan,23,0,4,39091
Lorain,560,46,98,39093
Lucas,1836,179,490,39095
Madison,87,5,13,39097
Mahoning,1150,132,265,39099
Marion,2412,14,69,39101
Medina,203,17,51,39103
Meigs,3,0,0,39105
Mercer,86,1,16,39107
Miami,314,28,49,39109
Monroe,22,0,6,39111
Montgomery,433,10,129,39113
Morgan,5,0,0,39115
Morrow,87,1,6,39117
Muskingum,31,0,6,39119
Noble,5,0,2,39121
Ottawa,49,2,16,39123
Paulding,9,0,4,39125
Perry,14,1,6,39127
Pickaway,1955,24,51,39129
Pike,5,0,0,39131
Portage,275,48,70,39133
Preble,28,1,6,39135
Putnam,77,13,13,39137
Richland,130,2,25,39139
Ross,55,1,13,39141
Sandusky,53,8,18,39143
Scioto,13,0,1,39145
Seneca,14,1,5,39147
Shelby,33,1,14,39149
Stark,515,68,117,39151
Summit,930,86,299,39153
Trumbull,413,36,132,39155
Tuscarawas,223,1,24,39157
Union,28,0,3,39159
Van Wert,3,0,1,39161
Vinton,15,0,1,39163
Warren,213,13,39,39165
Washington,114,17,15,39167
Wayne,190,47,26,39169
Williams,44,1,4,39171
Wood,229,34,60,39173
Wyandot,26,2,3,39175
