County,Case Count,Death Count,Hospitalized Count,fips
Adams,23,1,2,39001
Allen,308,40,70,39003
Ashland,58,1,10,39005
Ashtabula,431,44,76,39007
Athens,49,1,6,39009
Auglaize,106,4,14,39011
Belmont,544,22,40,39013
Brown,56,1,8,39015
Butler,1547,44,228,39017
Carroll,58,3,10,39019
Champaign,39,1,4,39021
Clark,765,9,64,39023
Clermont,394,6,55,39025
Clinton,68,0,13,39027
Columbiana,1295,60,152,39029
Coshocton,94,2,13,39031
Crawford,135,5,22,39033
Cuyahoga,7571,372,1539,39035
Darke,246,25,27,39037
Defiance,50,3,17,39039
Delaware,553,15,58,39041
Erie,236,22,43,39043
Fairfield,543,16,61,39045
Fayette,46,0,6,39047
Franklin,10023,420,1096,39049
Fulton,61,0,9,39051
Gallia,16,1,4,39053
Geauga,400,42,85,39055
Greene,248,9,33,39057
Guernsey,68,3,12,39059
Hamilton,5770,197,729,39061
Hancock,78,1,11,39063
Hardin,120,12,22,39065
Harrison,12,1,4,39067
Henry,29,0,3,39069
Highland,44,1,9,39071
Hocking,78,8,16,39073
Holmes,226,3,15,39075
Huron,211,2,19,39077
Jackson,22,0,2,39079
Jefferson,87,2,17,39081
Knox,48,1,9,39083
Lake,492,18,89,39085
Lawrence,68,0,4,39087
Licking,466,12,53,39089
Logan,58,1,6,39091
Lorain,997,67,160,39093
Lucas,2700,302,633,39095
Madison,193,8,24,39097
Mahoning,1818,231,362,39099
Marion,2730,38,84,39101
Medina,508,32,76,39103
Meigs,12,0,0,39105
Mercer,280,8,48,39107
Miami,455,31,59,39109
Monroe,88,17,15,39111
Montgomery,1931,26,304,39113
Morgan,11,0,0,39115
Morrow,116,1,9,39117
Muskingum,81,1,15,39119
Noble,11,0,2,39121
Ottawa,143,23,30,39123
Paulding,23,0,5,39125
Perry,32,1,7,39127
Pickaway,2188,41,69,39129
Pike,23,0,4,39131
Portage,432,58,92,39133
Preble,73,1,12,39135
Putnam,127,15,18,39137
Richland,332,5,49,39139
Ross,118,3,25,39141
Sandusky,127,14,38,39143
Scioto,38,0,6,39145
Seneca,33,2,11,39147
Shelby,65,4,18,39149
Stark,1091,112,200,39151
Summit,2110,206,425,39153
Trumbull,925,65,215,39155
Tuscarawas,541,10,65,39157
Union,82,1,9,39159
Van Wert,34,0,3,39161
Vinton,22,2,6,39163
Warren,823,21,83,39165
Washington,131,20,15,39167
Wayne,360,51,46,39169
Williams,69,2,7,39171
Wood,412,51,70,39173
Wyandot,58,6,7,39175
