County,Case Count,Death Count,Hospitalized Count,fips
Adams,12,1,2,39001
Allen,233,34,61,39003
Ashland,26,0,5,39005
Ashtabula,382,38,70,39007
Athens,23,1,3,39009
Auglaize,82,3,11,39011
Belmont,462,16,38,39013
Brown,36,1,6,39015
Butler,1048,33,187,39017
Carroll,36,3,9,39019
Champaign,34,1,4,39021
Clark,394,8,47,39023
Clermont,235,6,41,39025
Clinton,50,0,13,39027
Columbiana,911,55,136,39029
Coshocton,49,0,4,39031
Crawford,123,4,21,39033
Cuyahoga,5057,303,1253,39035
Darke,210,25,23,39037
Defiance,40,2,14,39039
Delaware,387,14,47,39041
Erie,191,17,37,39043
Fairfield,348,9,46,39045
Fayette,44,0,6,39047
Franklin,6844,320,872,39049
Fulton,52,0,7,39051
Gallia,9,1,3,39053
Geauga,331,35,75,39055
Greene,129,6,20,39057
Guernsey,44,2,6,39059
Hamilton,3011,177,608,39061
Hancock,61,1,10,39063
Hardin,87,4,6,39065
Harrison,10,0,2,39067
Henry,19,0,3,39069
Highland,33,1,7,39071
Hocking,73,7,16,39073
Holmes,74,3,4,39075
Huron,71,1,13,39077
Jackson,16,0,2,39079
Jefferson,69,2,17,39081
Knox,30,1,9,39083
Lake,338,12,73,39085
Lawrence,32,0,4,39087
Licking,287,11,39,39089
Logan,47,0,6,39091
Lorain,772,61,134,39093
Lucas,2394,272,598,39095
Madison,167,7,21,39097
Mahoning,1563,202,327,39099
Marion,2699,33,84,39101
Medina,394,26,73,39103
Meigs,6,0,0,39105
Mercer,242,8,39,39107
Miami,380,30,53,39109
Monroe,83,15,15,39111
Montgomery,874,17,197,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,55,1,10,39119
Noble,6,0,2,39121
Ottawa,111,21,28,39123
Paulding,14,0,5,39125
Perry,22,1,7,39127
Pickaway,2121,39,57,39129
Pike,10,0,0,39131
Portage,348,58,82,39133
Preble,40,1,6,39135
Putnam,100,15,17,39137
Richland,238,4,35,39139
Ross,78,2,22,39141
Sandusky,102,13,33,39143
Scioto,19,0,5,39145
Seneca,29,2,9,39147
Shelby,49,3,18,39149
Stark,845,105,177,39151
Summit,1623,188,387,39153
Trumbull,625,53,166,39155
Tuscarawas,392,7,50,39157
Union,62,1,5,39159
Van Wert,9,0,2,39161
Vinton,21,2,6,39163
Warren,473,20,55,39165
Washington,117,19,15,39167
Wayne,304,52,42,39169
Williams,58,1,6,39171
Wood,314,50,66,39173
Wyandot,49,2,5,39175
