County,Case Count,Death Count,Hospitalized Count,fips
Adams,3,0,0,39001
Allen,33,2,19,39003
Ashland,5,0,1,39005
Ashtabula,26,2,8,39007
Athens,3,1,1,39009
Auglaize,14,1,6,39011
Belmont,50,2,13,39013
Brown,6,1,2,39015
Butler,117,2,42,39017
Carroll,13,0,5,39019
Champaign,6,1,2,39021
Clark,20,0,5,39023
Clermont,41,1,9,39025
Clinton,15,0,3,39027
Columbiana,105,6,69,39029
Coshocton,16,0,3,39031
Crawford,16,0,1,39033
Cuyahoga,1152,23,323,39035
Darke,45,8,4,39037
Defiance,11,0,5,39039
Delaware,94,2,14,39041
Erie,10,1,8,39043
Fairfield,81,0,18,39045
Fayette,9,0,0,39047
Franklin,943,14,187,39049
Fulton,7,0,2,39051
Gallia,5,1,3,39053
Geauga,61,2,15,39055
Greene,28,1,9,39057
Guernsey,6,0,1,39059
Hamilton,535,17,112,39061
Hancock,19,1,7,39063
Hardin,5,0,1,39065
Henry,1,0,1,39069
Highland,6,0,2,39071
Hocking,2,0,0,39073
Holmes,3,0,1,39075
Huron,14,1,5,39077
Jackson,2,0,1,39079
Jefferson,24,0,7,39081
Knox,10,1,4,39083
Lake,114,6,37,39085
Lawrence,16,0,2,39087
Licking,83,3,18,39089
Logan,7,0,2,39091
Lorain,176,5,48,39093
Lucas,503,21,208,39095
Madison,23,3,8,39097
Mahoning,417,31,168,39099
Marion,53,0,10,39101
Medina,110,7,35,39103
Meigs,1,0,0,39105
Mercer,13,1,3,39107
Miami,117,15,44,39109
Monroe,2,0,2,39111
Montgomery,198,5,62,39113
Morgan,2,0,0,39115
Morrow,8,0,3,39117
Muskingum,8,0,2,39119
Noble,1,0,0,39121
Ottawa,10,0,5,39123
Paulding,5,0,2,39125
Perry,8,0,3,39127
Pickaway,58,0,3,39129
Pike,1,0,0,39131
Portage,139,15,38,39133
Preble,15,1,5,39135
Richland,36,1,17,39139
Ross,17,0,5,39141
Sandusky,11,2,6,39143
Scioto,4,0,0,39145
Seneca,9,1,5,39147
Shelby,27,0,9,39149
Stark,154,11,38,39151
Summit,257,14,98,39153
Trumbull,168,8,79,39155
Tuscarawas,27,0,7,39157
Union,10,0,1,39159
Van Wert,2,0,1,39161
Warren,75,1,12,39165
Washington,39,1,3,39167
Wayne,50,5,13,39169
Williams,3,0,2,39171
Wood,54,3,23,39173
Wyandot,11,2,2,39175
