County,Case Count,Death Count,Hospitalized Count,fips
Adams,17,1,2,39001
Allen,242,36,66,39003
Ashland,31,0,5,39005
Ashtabula,397,41,72,39007
Athens,24,1,4,39009
Auglaize,86,3,11,39011
Belmont,472,21,39,39013
Brown,39,1,6,39015
Butler,1129,35,198,39017
Carroll,37,3,9,39019
Champaign,36,1,4,39021
Clark,502,8,52,39023
Clermont,252,6,41,39025
Clinton,54,0,13,39027
Columbiana,923,58,143,39029
Coshocton,53,0,5,39031
Crawford,122,5,21,39033
Cuyahoga,5336,319,1301,39035
Darke,223,25,25,39037
Defiance,40,2,15,39039
Delaware,403,15,53,39041
Erie,215,22,41,39043
Fairfield,387,12,53,39045
Fayette,45,0,6,39047
Franklin,7365,337,936,39049
Fulton,53,0,7,39051
Gallia,9,1,3,39053
Geauga,344,37,77,39055
Greene,150,6,22,39057
Guernsey,44,3,6,39059
Hamilton,3374,181,630,39061
Hancock,61,1,10,39063
Hardin,96,4,7,39065
Harrison,11,0,3,39067
Henry,20,0,3,39069
Highland,35,1,7,39071
Hocking,73,7,16,39073
Holmes,92,3,5,39075
Huron,81,1,15,39077
Jackson,16,0,2,39079
Jefferson,71,2,17,39081
Knox,33,1,9,39083
Lake,354,12,74,39085
Lawrence,37,0,4,39087
Licking,321,11,40,39089
Logan,48,0,6,39091
Lorain,814,63,138,39093
Lucas,2462,289,606,39095
Madison,169,7,22,39097
Mahoning,1606,218,336,39099
Marion,2712,33,84,39101
Medina,402,31,72,39103
Meigs,8,0,0,39105
Mercer,253,8,44,39107
Miami,392,30,55,39109
Monroe,82,15,15,39111
Montgomery,1058,18,223,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,60,1,10,39119
Noble,6,0,2,39121
Ottawa,118,22,30,39123
Paulding,17,0,5,39125
Perry,24,1,7,39127
Pickaway,2128,40,62,39129
Pike,11,0,0,39131
Portage,359,58,83,39133
Preble,45,1,6,39135
Putnam,101,15,17,39137
Richland,257,4,37,39139
Ross,81,2,22,39141
Sandusky,104,13,34,39143
Scioto,21,0,5,39145
Seneca,30,2,10,39147
Shelby,50,3,18,39149
Stark,891,105,183,39151
Summit,1712,195,397,39153
Trumbull,675,54,175,39155
Tuscarawas,405,9,54,39157
Union,63,1,5,39159
Van Wert,14,0,2,39161
Vinton,22,2,6,39163
Warren,532,20,60,39165
Washington,118,19,15,39167
Wayne,313,52,42,39169
Williams,59,1,6,39171
Wood,329,51,65,39173
Wyandot,50,4,6,39175
