County,Case Count,Death Count,Hospitalized Count,fips
Adams,10,1,1,39001
Allen,214,33,57,39003
Ashland,21,0,5,39005
Ashtabula,345,37,58,39007
Athens,18,1,1,39009
Auglaize,76,3,11,39011
Belmont,439,14,34,39013
Brown,30,1,4,39015
Butler,933,33,165,39017
Carroll,31,3,7,39019
Champaign,28,1,4,39021
Clark,306,7,37,39023
Clermont,216,5,40,39025
Clinton,45,0,12,39027
Columbiana,889,52,133,39029
Coshocton,40,0,4,39031
Crawford,117,4,21,39033
Cuyahoga,4669,247,1155,39035
Darke,184,23,20,39037
Defiance,34,2,11,39039
Delaware,344,14,37,39041
Erie,182,16,37,39043
Fairfield,310,8,45,39045
Fayette,40,0,6,39047
Franklin,6112,290,778,39049
Fulton,45,0,7,39051
Gallia,8,1,3,39053
Geauga,295,33,72,39055
Greene,102,5,15,39057
Guernsey,36,2,5,39059
Hamilton,2739,164,557,39061
Hancock,51,1,9,39063
Hardin,64,0,5,39065
Harrison,10,0,2,39067
Henry,17,0,2,39069
Highland,26,1,7,39071
Hocking,70,5,14,39073
Holmes,46,3,2,39075
Huron,60,1,11,39077
Jackson,14,0,1,39079
Jefferson,67,2,16,39081
Knox,25,1,6,39083
Lake,318,12,69,39085
Lawrence,30,0,4,39087
Licking,265,10,38,39089
Logan,40,0,5,39091
Lorain,709,60,121,39093
Lucas,2296,256,574,39095
Madison,162,7,20,39097
Mahoning,1463,188,317,39099
Marion,2679,31,82,39101
Medina,366,23,71,39103
Meigs,6,0,0,39105
Mercer,220,7,37,39107
Miami,362,30,52,39109
Monroe,79,14,15,39111
Montgomery,695,16,176,39113
Morgan,5,0,0,39115
Morrow,107,1,8,39117
Muskingum,52,1,9,39119
Noble,6,0,2,39121
Ottawa,102,17,27,39123
Paulding,14,0,5,39125
Perry,19,1,6,39127
Pickaway,2095,37,57,39129
Pike,9,0,0,39131
Portage,332,57,75,39133
Preble,39,1,6,39135
Putnam,95,14,15,39137
Richland,209,3,34,39139
Ross,73,2,21,39141
Sandusky,85,12,28,39143
Scioto,17,0,3,39145
Seneca,24,2,6,39147
Shelby,46,3,17,39149
Stark,752,99,162,39151
Summit,1487,181,371,39153
Trumbull,584,51,159,39155
Tuscarawas,360,4,47,39157
Union,55,1,5,39159
Van Wert,7,0,1,39161
Vinton,21,2,5,39163
Warren,390,21,52,39165
Washington,118,19,15,39167
Wayne,288,51,42,39169
Williams,56,1,5,39171
Wood,303,48,66,39173
Wyandot,44,2,4,39175
