County,Case Count,Death Count,Hospitalized Count,fips
Adams,8,1,1,39001
Allen,189,31,53,39003
Ashland,17,0,3,39005
Ashtabula,277,32,49,39007
Athens,14,1,1,39009
Auglaize,59,3,11,39011
Belmont,384,12,33,39013
Brown,24,1,3,39015
Butler,776,25,142,39017
Carroll,28,2,6,39019
Champaign,26,1,4,39021
Clark,206,6,28,39023
Clermont,181,5,35,39025
Clinton,43,0,12,39027
Columbiana,478,50,129,39029
Coshocton,24,0,4,39031
Crawford,104,3,18,39033
Cuyahoga,3927,209,980,39035
Darke,151,16,17,39037
Defiance,32,2,11,39039
Delaware,296,13,32,39041
Erie,155,5,24,39043
Fairfield,240,3,32,39045
Fayette,34,0,4,39047
Franklin,5188,228,649,39049
Fulton,36,0,6,39051
Gallia,7,1,3,39053
Geauga,256,29,58,39055
Greene,93,5,13,39057
Guernsey,31,0,3,39059
Hamilton,2403,128,436,39061
Hancock,48,1,7,39063
Hardin,40,0,3,39065
Harrison,10,0,2,39067
Henry,14,0,2,39069
Highland,18,1,5,39071
Hocking,65,4,13,39073
Holmes,25,1,2,39075
Huron,52,1,9,39077
Jackson,11,0,1,39079
Jefferson,62,2,16,39081
Knox,23,1,6,39083
Lake,267,11,64,39085
Lawrence,28,0,4,39087
Licking,204,10,38,39089
Logan,37,0,4,39091
Lorain,641,58,115,39093
Lucas,2107,229,549,39095
Madison,133,7,17,39097
Mahoning,1334,169,294,39099
Marion,2617,21,76,39101
Medina,288,19,65,39103
Meigs,6,0,0,39105
Mercer,184,3,31,39107
Miami,348,30,50,39109
Monroe,71,11,11,39111
Montgomery,593,15,161,39113
Morgan,5,0,0,39115
Morrow,104,1,8,39117
Muskingum,45,0,8,39119
Noble,5,0,2,39121
Ottawa,90,7,24,39123
Paulding,13,0,5,39125
Perry,18,1,6,39127
Pickaway,2042,35,56,39129
Pike,6,0,0,39131
Portage,310,58,75,39133
Preble,31,1,6,39135
Putnam,85,14,15,39137
Richland,183,3,30,39139
Ross,63,2,16,39141
Sandusky,65,10,23,39143
Scioto,15,0,1,39145
Seneca,18,2,5,39147
Shelby,40,2,15,39149
Stark,682,89,144,39151
Summit,1220,159,339,39153
Trumbull,525,42,145,39155
Tuscarawas,312,2,34,39157
Union,43,0,3,39159
Van Wert,5,0,1,39161
Vinton,19,0,5,39163
Warren,328,19,46,39165
Washington,117,18,15,39167
Wayne,248,50,33,39169
Williams,51,1,4,39171
Wood,274,45,64,39173
Wyandot,36,2,3,39175
