County,Case Count,Death Count,Hospitalized Count,fips
Adams,3,0,0,39001
Allen,57,6,31,39003
Ashland,5,0,1,39005
Ashtabula,45,3,12,39007
Athens,3,1,1,39009
Auglaize,19,1,6,39011
Belmont,59,3,13,39013
Brown,8,1,2,39015
Butler,148,2,50,39017
Carroll,14,0,5,39019
Champaign,6,1,2,39021
Clark,23,0,5,39023
Clermont,60,1,12,39025
Clinton,23,0,5,39027
Columbiana,136,10,78,39029
Coshocton,16,0,3,39031
Crawford,26,0,2,39033
Cuyahoga,1331,42,375,39035
Darke,55,10,9,39037
Defiance,12,0,5,39039
Delaware,114,3,16,39041
Erie,19,1,9,39043
Fairfield,96,2,23,39045
Fayette,12,0,0,39047
Franklin,1212,19,220,39049
Fulton,10,0,5,39051
Gallia,6,1,3,39053
Geauga,92,4,16,39055
Greene,33,1,9,39057
Guernsey,10,0,1,39059
Hamilton,615,29,147,39061
Hancock,25,1,7,39063
Hardin,12,0,1,39065
Harrison,1,0,0,39067
Henry,2,0,1,39069
Highland,7,0,2,39071
Hocking,4,0,1,39073
Holmes,3,0,1,39075
Huron,16,1,5,39077
Jackson,3,0,1,39079
Jefferson,24,0,7,39081
Knox,11,1,4,39083
Lake,127,6,43,39085
Lawrence,19,0,4,39087
Licking,92,4,18,39089
Logan,8,0,2,39091
Lorain,221,9,56,39093
Lucas,644,28,254,39095
Madison,29,3,8,39097
Mahoning,512,41,196,39099
Marion,276,1,11,39101
Medina,126,10,38,39103
Meigs,2,0,0,39105
Mercer,13,1,3,39107
Miami,127,22,47,39109
Monroe,2,0,2,39111
Montgomery,213,8,74,39113
Morgan,3,0,0,39115
Morrow,14,0,4,39117
Muskingum,8,0,2,39119
Noble,3,0,1,39121
Ottawa,17,0,5,39123
Paulding,5,0,2,39125
Perry,8,0,3,39127
Pickaway,196,4,11,39129
Pike,1,0,0,39131
Portage,162,24,43,39133
Preble,20,1,5,39135
Putnam,4,0,1,39137
Richland,48,1,17,39139
Ross,26,0,7,39141
Sandusky,14,2,6,39143
Scioto,5,0,0,39145
Seneca,11,1,5,39147
Shelby,28,0,10,39149
Stark,204,21,51,39151
Summit,310,16,134,39153
Trumbull,203,14,92,39155
Tuscarawas,29,0,7,39157
Union,11,0,1,39159
Van Wert,2,0,1,39161
Warren,89,4,16,39165
Washington,53,5,8,39167
Wayne,66,11,15,39169
Williams,6,1,3,39171
Wood,67,5,27,39173
Wyandot,14,2,2,39175
