County,Case Count,Death Count,Hospitalized Count,fips
Adams,3,0,0,39001
Allen,70,11,32,39003
Ashland,5,0,1,39005
Ashtabula,64,4,13,39007
Athens,3,1,1,39009
Auglaize,22,2,6,39011
Belmont,68,3,13,39013
Brown,9,1,2,39015
Butler,164,2,51,39017
Carroll,15,0,5,39019
Champaign,7,1,2,39021
Clark,26,0,5,39023
Clermont,71,1,18,39025
Clinton,26,0,6,39027
Columbiana,161,13,81,39029
Coshocton,16,0,3,39031
Crawford,36,0,2,39033
Cuyahoga,1453,52,415,39035
Darke,55,10,9,39037
Defiance,13,0,6,39039
Delaware,119,3,18,39041
Erie,27,1,9,39043
Fairfield,97,2,23,39045
Fayette,13,0,0,39047
Franklin,1403,27,229,39049
Fulton,14,0,5,39051
Gallia,6,1,3,39053
Geauga,98,4,17,39055
Greene,39,2,9,39057
Guernsey,10,0,1,39059
Hamilton,701,30,163,39061
Hancock,30,1,7,39063
Hardin,15,0,2,39065
Harrison,2,0,0,39067
Henry,3,0,1,39069
Highland,7,0,2,39071
Hocking,4,0,1,39073
Holmes,3,0,1,39075
Huron,15,1,5,39077
Jackson,4,0,1,39079
Jefferson,26,0,7,39081
Knox,11,1,4,39083
Lake,131,6,44,39085
Lawrence,20,0,4,39087
Licking,94,4,19,39089
Logan,13,0,2,39091
Lorain,291,16,57,39093
Lucas,724,31,276,39095
Madison,30,3,8,39097
Mahoning,572,45,204,39099
Marion,983,1,21,39101
Medina,132,10,38,39103
Meigs,2,0,0,39105
Mercer,13,1,3,39107
Miami,129,22,47,39109
Monroe,2,0,2,39111
Montgomery,229,8,76,39113
Morgan,3,0,0,39115
Morrow,19,0,4,39117
Muskingum,8,0,2,39119
Noble,3,0,1,39121
Ottawa,27,0,6,39123
Paulding,5,0,2,39125
Perry,9,0,4,39127
Pickaway,302,4,28,39129
Pike,1,0,0,39131
Portage,168,24,47,39133
Preble,21,1,5,39135
Putnam,14,0,3,39137
Richland,60,1,19,39139
Ross,33,0,7,39141
Sandusky,17,2,6,39143
Scioto,7,0,0,39145
Seneca,11,1,5,39147
Shelby,28,0,10,39149
Stark,221,23,56,39151
Summit,340,20,150,39153
Trumbull,231,16,94,39155
Tuscarawas,31,0,7,39157
Union,12,0,1,39159
Van Wert,2,0,1,39161
Warren,112,8,18,39165
Washington,57,6,9,39167
Wayne,77,12,15,39169
Williams,7,1,3,39171
Wood,80,9,34,39173
Wyandot,17,2,2,39175
