County,Case Count,Death Count,Hospitalized Count,fips
Adams,6,0,0,39001
Allen,144,29,48,39003
Ashland,14,0,1,39005
Ashtabula,192,18,30,39007
Athens,6,1,1,39009
Auglaize,42,3,8,39011
Belmont,234,7,20,39013
Brown,17,1,3,39015
Butler,452,13,102,39017
Carroll,23,1,6,39019
Champaign,18,1,4,39021
Clark,93,3,15,39023
Clermont,123,3,28,39025
Clinton,34,0,10,39027
Columbiana,325,35,116,39029
Coshocton,19,0,4,39031
Crawford,72,1,9,39033
Cuyahoga,2795,146,715,39035
Darke,84,14,15,39037
Defiance,26,1,9,39039
Delaware,220,4,28,39041
Erie,80,3,18,39043
Fairfield,177,2,30,39045
Fayette,26,0,4,39047
Franklin,3777,119,490,39049
Fulton,31,0,6,39051
Gallia,6,1,3,39053
Geauga,189,19,40,39055
Greene,59,5,12,39057
Guernsey,21,0,2,39059
Hamilton,1757,101,333,39061
Hancock,39,1,7,39063
Hardin,28,0,2,39065
Harrison,6,0,2,39067
Henry,8,0,2,39069
Highland,12,1,3,39071
Hocking,20,1,8,39073
Holmes,8,1,2,39075
Huron,38,1,8,39077
Jackson,8,0,1,39079
Jefferson,54,2,16,39081
Knox,20,1,6,39083
Lake,197,8,53,39085
Lawrence,25,0,4,39087
Licking,162,7,32,39089
Logan,23,0,4,39091
Lorain,548,44,98,39093
Lucas,1757,164,477,39095
Madison,83,3,12,39097
Mahoning,1119,122,260,39099
Marion,2387,13,59,39101
Medina,194,17,48,39103
Meigs,3,0,0,39105
Mercer,67,1,16,39107
Miami,268,28,49,39109
Monroe,10,0,3,39111
Montgomery,390,10,118,39113
Morgan,5,0,0,39115
Morrow,84,1,6,39117
Muskingum,25,0,6,39119
Noble,5,0,2,39121
Ottawa,46,2,16,39123
Paulding,9,0,3,39125
Perry,14,1,6,39127
Pickaway,1845,23,51,39129
Pike,5,0,0,39131
Portage,276,46,71,39133
Preble,28,1,6,39135
Putnam,76,13,13,39137
Richland,118,2,25,39139
Ross,51,1,11,39141
Sandusky,49,7,17,39143
Scioto,13,0,1,39145
Seneca,14,1,5,39147
Shelby,31,1,13,39149
Stark,500,67,113,39151
Summit,892,78,285,39153
Trumbull,406,35,129,39155
Tuscarawas,211,1,24,39157
Union,28,0,3,39159
Van Wert,3,0,1,39161
Vinton,11,0,1,39163
Warren,206,13,38,39165
Washington,114,17,15,39167
Wayne,186,42,25,39169
Williams,44,1,4,39171
Wood,224,30,58,39173
Wyandot,26,2,3,39175
