County,Case Count,Death Count,Hospitalized Count,fips
Adams,8,1,1,39001
Allen,171,30,52,39003
Ashland,15,0,2,39005
Ashtabula,244,26,43,39007
Athens,13,1,1,39009
Auglaize,55,3,11,39011
Belmont,343,9,29,39013
Brown,23,1,3,39015
Butler,639,17,120,39017
Carroll,26,2,6,39019
Champaign,23,1,4,39021
Clark,155,4,24,39023
Clermont,156,5,33,39025
Clinton,41,0,12,39027
Columbiana,453,45,126,39029
Coshocton,21,0,4,39031
Crawford,98,2,18,39033
Cuyahoga,3463,183,900,39035
Darke,126,16,16,39037
Defiance,28,1,10,39039
Delaware,266,9,30,39041
Erie,124,3,24,39043
Fairfield,215,3,32,39045
Fayette,31,0,4,39047
Franklin,4706,193,599,39049
Fulton,35,0,6,39051
Gallia,7,1,3,39053
Geauga,226,26,54,39055
Greene,78,5,12,39057
Guernsey,26,0,2,39059
Hamilton,2138,117,395,39061
Hancock,46,1,7,39063
Hardin,30,0,2,39065
Harrison,10,0,2,39067
Henry,12,0,2,39069
Highland,15,1,5,39071
Hocking,61,2,11,39073
Holmes,13,1,2,39075
Huron,43,1,8,39077
Jackson,11,0,1,39079
Jefferson,61,2,16,39081
Knox,23,1,6,39083
Lake,231,9,63,39085
Lawrence,27,0,4,39087
Licking,190,9,35,39089
Logan,24,0,4,39091
Lorain,610,58,111,39093
Lucas,1999,209,531,39095
Madison,100,6,15,39097
Mahoning,1247,156,279,39099
Marion,2524,15,71,39101
Medina,229,18,57,39103
Meigs,3,0,0,39105
Mercer,148,2,25,39107
Miami,332,30,49,39109
Monroe,56,4,11,39111
Montgomery,531,13,151,39113
Morgan,5,0,0,39115
Morrow,101,1,7,39117
Muskingum,38,0,7,39119
Noble,5,0,2,39121
Ottawa,64,3,20,39123
Paulding,11,0,5,39125
Perry,16,1,6,39127
Pickaway,2025,31,53,39129
Pike,6,0,0,39131
Portage,297,53,75,39133
Preble,30,1,6,39135
Putnam,84,13,15,39137
Richland,165,2,28,39139
Ross,59,1,14,39141
Sandusky,62,9,21,39143
Scioto,14,0,1,39145
Seneca,15,2,5,39147
Shelby,34,2,15,39149
Stark,610,79,132,39151
Summit,1042,113,320,39153
Trumbull,469,39,142,39155
Tuscarawas,272,1,27,39157
Union,36,0,3,39159
Van Wert,5,0,1,39161
Vinton,16,0,4,39163
Warren,285,15,46,39165
Washington,116,17,15,39167
Wayne,206,49,31,39169
Williams,47,1,4,39171
Wood,257,43,64,39173
Wyandot,31,2,4,39175
