County,Case Count,Death Count,Hospitalized Count,fips
Adams,5,0,0,39001
Allen,124,23,45,39003
Ashland,9,0,1,39005
Ashtabula,146,15,22,39007
Athens,4,1,1,39009
Auglaize,35,3,8,39011
Belmont,163,7,17,39013
Brown,11,1,2,39015
Butler,328,7,88,39017
Carroll,21,1,6,39019
Champaign,15,1,2,39021
Clark,67,2,13,39023
Clermont,101,3,23,39025
Clinton,31,0,7,39027
Columbiana,278,24,105,39029
Coshocton,17,0,4,39031
Crawford,52,1,8,39033
Cuyahoga,2338,120,602,39035
Darke,77,14,14,39037
Defiance,20,1,9,39039
Delaware,175,4,21,39041
Erie,58,3,15,39043
Fairfield,150,2,27,39045
Fayette,20,0,2,39047
Franklin,2905,79,407,39049
Fulton,24,0,6,39051
Gallia,6,1,3,39053
Geauga,163,13,30,39055
Greene,48,4,9,39057
Guernsey,19,0,2,39059
Hamilton,1380,80,282,39061
Hancock,38,1,7,39063
Hardin,26,0,2,39065
Harrison,6,0,2,39067
Henry,5,0,1,39069
Highland,10,0,2,39071
Hocking,19,1,7,39073
Holmes,6,1,2,39075
Huron,31,1,7,39077
Jackson,5,0,1,39079
Jefferson,45,1,13,39081
Knox,18,1,5,39083
Lake,172,8,52,39085
Lawrence,25,0,4,39087
Licking,125,5,26,39089
Logan,19,0,3,39091
Lorain,490,35,93,39093
Lucas,1376,119,430,39095
Madison,67,3,12,39097
Mahoning,937,83,249,39099
Marion,2329,4,29,39101
Medina,172,16,45,39103
Meigs,3,0,0,39105
Mercer,29,1,7,39107
Miami,143,27,49,39109
Monroe,3,0,2,39111
Montgomery,316,10,101,39113
Morgan,4,0,0,39115
Morrow,75,1,4,39117
Muskingum,17,0,4,39119
Noble,5,0,2,39121
Ottawa,40,1,15,39123
Paulding,8,0,3,39125
Perry,13,0,6,39127
Pickaway,1729,22,49,39129
Pike,3,0,0,39131
Portage,247,41,65,39133
Preble,27,1,6,39135
Putnam,69,9,12,39137
Richland,90,2,22,39139
Ross,41,1,9,39141
Sandusky,34,6,13,39143
Scioto,12,0,1,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,398,53,99,39151
Summit,701,58,247,39153
Trumbull,331,31,120,39155
Tuscarawas,118,0,13,39157
Union,24,0,2,39159
Van Wert,3,0,1,39161
Vinton,6,0,0,39163
Warren,168,11,31,39165
Washington,102,14,11,39167
Wayne,153,32,23,39169
Williams,36,1,4,39171
Wood,187,23,55,39173
Wyandot,24,2,3,39175
