County,Case Count,Death Count,Hospitalized Count,fips
Adams,26,1,2,39001
Allen,366,41,76,39003
Ashland,68,2,11,39005
Ashtabula,448,44,81,39007
Athens,167,1,9,39009
Auglaize,111,4,14,39011
Belmont,570,24,45,39013
Brown,63,1,8,39015
Butler,1863,47,242,39017
Carroll,70,3,13,39019
Champaign,55,1,6,39021
Clark,816,10,67,39023
Clermont,497,7,60,39025
Clinton,89,2,17,39027
Columbiana,1385,60,158,39029
Coshocton,142,4,17,39031
Crawford,141,5,22,39033
Cuyahoga,9208,399,1711,39035
Darke,259,26,28,39037
Defiance,54,3,17,39039
Delaware,724,15,60,39041
Erie,286,22,50,39043
Fairfield,692,17,65,39045
Fayette,55,0,7,39047
Franklin,12035,447,1216,39049
Fulton,67,0,11,39051
Gallia,21,1,6,39053
Geauga,428,43,86,39055
Greene,346,9,37,39057
Guernsey,81,3,15,39059
Hamilton,6950,208,784,39061
Hancock,86,1,11,39063
Hardin,123,12,23,39065
Harrison,14,1,4,39067
Henry,35,0,5,39069
Highland,53,1,9,39071
Hocking,81,9,16,39073
Holmes,261,5,22,39075
Huron,247,2,25,39077
Jackson,30,0,3,39079
Jefferson,115,2,23,39081
Knox,55,1,10,39083
Lake,609,23,95,39085
Lawrence,86,0,8,39087
Licking,583,12,63,39089
Logan,71,1,6,39091
Lorain,1152,69,174,39093
Lucas,3007,306,648,39095
Madison,222,9,25,39097
Mahoning,1948,239,379,39099
Marion,2748,39,84,39101
Medina,589,32,79,39103
Meigs,13,0,0,39105
Mercer,302,10,51,39107
Miami,510,31,63,39109
Monroe,89,17,15,39111
Montgomery,2513,36,378,39113
Morgan,11,0,0,39115
Morrow,121,1,10,39117
Muskingum,104,1,16,39119
Noble,14,0,2,39121
Ottawa,193,24,31,39123
Paulding,32,0,6,39125
Perry,46,1,7,39127
Pickaway,2227,41,78,39129
Pike,29,0,7,39131
Portage,502,60,95,39133
Preble,91,1,14,39135
Putnam,142,15,21,39137
Richland,378,6,56,39139
Ross,148,3,31,39141
Sandusky,169,15,41,39143
Scioto,71,0,7,39145
Seneca,41,2,12,39147
Shelby,75,4,19,39149
Stark,1225,116,212,39151
Summit,2351,209,437,39153
Trumbull,1053,78,240,39155
Tuscarawas,609,10,71,39157
Union,102,1,10,39159
Van Wert,49,1,5,39161
Vinton,23,2,6,39163
Warren,1009,26,95,39165
Washington,146,20,15,39167
Wayne,373,55,49,39169
Williams,76,2,7,39171
Wood,494,51,75,39173
Wyandot,63,5,7,39175
