County,Case Count,Death Count,Hospitalized Count,fips
Adams,4,0,0,39001
Allen,100,14,41,39003
Ashland,5,0,1,39005
Ashtabula,98,7,17,39007
Athens,4,1,1,39009
Auglaize,29,3,8,39011
Belmont,95,6,14,39013
Brown,11,1,2,39015
Butler,201,4,61,39017
Carroll,18,0,6,39019
Champaign,8,1,2,39021
Clark,29,1,9,39023
Clermont,76,2,20,39025
Clinton,27,0,6,39027
Columbiana,208,16,91,39029
Coshocton,16,0,3,39031
Crawford,37,0,2,39033
Cuyahoga,1768,83,489,39035
Darke,62,12,14,39037
Defiance,17,1,8,39039
Delaware,132,3,19,39041
Erie,43,3,11,39043
Fairfield,109,2,23,39045
Fayette,13,0,0,39047
Franklin,1673,46,269,39049
Fulton,18,0,5,39051
Gallia,6,1,3,39053
Geauga,119,9,24,39055
Greene,40,3,9,39057
Guernsey,15,0,1,39059
Hamilton,868,47,209,39061
Hancock,32,1,7,39063
Hardin,20,0,2,39065
Harrison,2,0,0,39067
Henry,4,0,1,39069
Highland,8,0,2,39071
Hocking,5,1,2,39073
Holmes,5,1,2,39075
Huron,24,1,5,39077
Jackson,4,0,1,39079
Jefferson,33,1,8,39081
Knox,14,1,5,39083
Lake,148,6,46,39085
Lawrence,22,0,4,39087
Licking,104,4,21,39089
Logan,15,0,2,39091
Lorain,344,19,65,39093
Lucas,936,55,347,39095
Madison,38,3,8,39097
Mahoning,666,62,220,39099
Marion,2161,3,26,39101
Medina,148,13,42,39103
Meigs,2,0,0,39105
Mercer,16,1,4,39107
Miami,134,23,48,39109
Monroe,2,0,2,39111
Montgomery,250,12,80,39113
Morgan,4,0,0,39115
Morrow,25,0,4,39117
Muskingum,10,0,3,39119
Noble,3,0,1,39121
Ottawa,34,0,11,39123
Paulding,7,0,3,39125
Perry,11,0,5,39127
Pickaway,1661,5,37,39129
Pike,2,0,0,39131
Portage,206,31,54,39133
Preble,25,1,5,39135
Putnam,47,3,8,39137
Richland,70,1,20,39139
Ross,30,1,7,39141
Sandusky,20,2,7,39143
Scioto,6,0,0,39145
Seneca,11,1,5,39147
Shelby,30,0,12,39149
Stark,290,30,70,39151
Summit,447,32,186,39153
Trumbull,272,22,102,39155
Tuscarawas,42,0,7,39157
Union,16,0,2,39159
Van Wert,3,0,1,39161
Warren,124,10,20,39165
Washington,75,8,10,39167
Wayne,88,18,17,39169
Williams,23,1,3,39171
Wood,105,15,40,39173
Wyandot,21,2,2,39175
