County,Case Count,Death Count,Hospitalized Count,fips
Adams,15,1,2,39001
Allen,241,36,66,39003
Ashland,28,0,5,39005
Ashtabula,390,39,73,39007
Athens,23,1,3,39009
Auglaize,85,3,11,39011
Belmont,469,20,39,39013
Brown,38,1,6,39015
Butler,1103,34,195,39017
Carroll,37,3,9,39019
Champaign,35,1,4,39021
Clark,425,8,49,39023
Clermont,240,6,41,39025
Clinton,54,0,13,39027
Columbiana,920,57,140,39029
Coshocton,51,0,5,39031
Crawford,123,5,21,39033
Cuyahoga,5220,315,1288,39035
Darke,222,25,25,39037
Defiance,40,2,15,39039
Delaware,402,15,53,39041
Erie,213,20,41,39043
Fairfield,370,10,49,39045
Fayette,45,0,6,39047
Franklin,7202,332,920,39049
Fulton,53,0,7,39051
Gallia,9,1,3,39053
Geauga,337,35,75,39055
Greene,143,6,21,39057
Guernsey,44,3,6,39059
Hamilton,3250,179,618,39061
Hancock,61,1,10,39063
Hardin,93,4,6,39065
Harrison,10,0,2,39067
Henry,20,0,3,39069
Highland,34,1,7,39071
Hocking,73,7,16,39073
Holmes,90,3,5,39075
Huron,77,1,15,39077
Jackson,16,0,2,39079
Jefferson,71,2,17,39081
Knox,32,1,9,39083
Lake,348,12,74,39085
Lawrence,34,0,4,39087
Licking,314,11,40,39089
Logan,48,0,6,39091
Lorain,804,62,136,39093
Lucas,2457,282,604,39095
Madison,168,7,21,39097
Mahoning,1600,216,336,39099
Marion,2706,33,84,39101
Medina,398,30,72,39103
Meigs,6,0,0,39105
Mercer,246,8,41,39107
Miami,388,30,54,39109
Monroe,82,15,15,39111
Montgomery,992,17,209,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,58,1,10,39119
Noble,6,0,2,39121
Ottawa,118,21,28,39123
Paulding,16,0,5,39125
Perry,23,1,7,39127
Pickaway,2126,40,61,39129
Pike,9,0,0,39131
Portage,353,58,82,39133
Preble,44,1,6,39135
Putnam,101,15,17,39137
Richland,252,4,37,39139
Ross,79,2,22,39141
Sandusky,104,13,34,39143
Scioto,21,0,5,39145
Seneca,29,2,9,39147
Shelby,49,3,18,39149
Stark,870,105,179,39151
Summit,1675,194,394,39153
Trumbull,658,54,169,39155
Tuscarawas,405,8,53,39157
Union,62,1,5,39159
Van Wert,14,0,2,39161
Vinton,22,2,6,39163
Warren,517,20,58,39165
Washington,118,19,15,39167
Wayne,308,52,42,39169
Williams,59,1,6,39171
Wood,321,50,66,39173
Wyandot,48,4,5,39175
