County,Case Count,Death Count,Hospitalized Count,fips
Adams,2,0,0,39001
Allen,19,0,14,39003
Ashland,3,0,1,39005
Ashtabula,15,0,5,39007
Athens,3,1,1,39009
Auglaize,8,0,3,39011
Belmont,22,1,5,39013
Brown,3,1,1,39015
Butler,75,2,29,39017
Carroll,9,0,4,39019
Champaign,5,0,2,39021
Clark,10,0,4,39023
Clermont,27,1,5,39025
Clinton,8,0,2,39027
Columbiana,53,5,33,39029
Coshocton,10,0,2,39031
Crawford,9,0,0,39033
Cuyahoga,871,15,231,39035
Darke,32,6,0,39037
Defiance,8,0,3,39039
Delaware,77,1,12,39041
Erie,10,1,8,39043
Fairfield,54,0,10,39045
Fayette,2,0,0,39047
Franklin,644,9,115,39049
Fulton,5,0,2,39051
Gallia,4,1,3,39053
Geauga,40,0,11,39055
Greene,15,1,6,39057
Guernsey,1,0,0,39059
Hamilton,394,9,66,39061
Hancock,14,0,5,39063
Hardin,2,0,1,39065
Highland,6,0,2,39071
Holmes,2,0,0,39075
Huron,9,1,4,39077
Jefferson,15,0,6,39081
Knox,7,1,3,39083
Lake,87,3,25,39085
Lawrence,10,0,1,39087
Licking,57,2,9,39089
Logan,5,0,1,39091
Lorain,117,3,33,39093
Lucas,321,12,84,39095
Madison,17,2,6,39097
Mahoning,272,17,117,39099
Marion,25,0,3,39101
Medina,83,3,26,39103
Mercer,8,1,2,39107
Miami,90,10,31,39109
Monroe,2,0,1,39111
Montgomery,109,2,31,39113
Morgan,1,0,0,39115
Morrow,5,0,2,39117
Muskingum,5,0,2,39119
Ottawa,5,0,3,39123
Paulding,1,0,0,39125
Perry,4,0,1,39127
Pickaway,27,0,0,39129
Pike,1,0,0,39131
Portage,94,5,21,39133
Preble,5,0,3,39135
Putnam,1,0,0,39137
Richland,19,0,11,39139
Ross,6,0,3,39141
Sandusky,5,0,5,39143
Scioto,1,0,0,39145
Seneca,6,1,2,39147
Shelby,17,0,6,39149
Stark,109,7,22,39151
Summit,189,10,72,39153
Trumbull,102,8,49,39155
Tuscarawas,23,0,4,39157
Union,8,0,0,39159
Van Wert,2,0,1,39161
Warren,37,0,5,39165
Washington,15,0,2,39167
Wayne,26,0,11,39169
Williams,1,0,1,39171
Wood,34,0,17,39173
Wyandot,5,0,2,39175
