County,Case Count,Death Count,Hospitalized Count,fips
Adams,4,0,0,39001
Allen,103,19,43,39003
Ashland,6,0,1,39005
Ashtabula,113,11,18,39007
Athens,3,1,1,39009
Auglaize,32,3,8,39011
Belmont,118,7,15,39013
Brown,11,1,2,39015
Butler,254,5,73,39017
Carroll,19,1,6,39019
Champaign,14,1,2,39021
Clark,48,2,10,39023
Clermont,78,2,21,39025
Clinton,28,0,7,39027
Columbiana,235,21,93,39029
Coshocton,17,0,4,39031
Crawford,41,0,4,39033
Cuyahoga,1984,109,547,39035
Darke,75,13,14,39037
Defiance,20,1,9,39039
Delaware,151,3,21,39041
Erie,52,3,12,39043
Fairfield,121,2,25,39045
Fayette,15,0,1,39047
Franklin,2090,62,327,39049
Fulton,20,0,5,39051
Gallia,6,1,3,39053
Geauga,148,13,28,39055
Greene,45,4,9,39057
Guernsey,15,0,1,39059
Hamilton,1091,58,253,39061
Hancock,37,1,7,39063
Hardin,24,0,2,39065
Harrison,4,0,1,39067
Henry,5,0,1,39069
Highland,10,0,2,39071
Hocking,16,1,6,39073
Holmes,5,1,2,39075
Huron,30,1,5,39077
Jackson,4,0,1,39079
Jefferson,42,1,12,39081
Knox,15,1,5,39083
Lake,160,7,49,39085
Lawrence,24,0,4,39087
Licking,114,5,24,39089
Logan,18,0,3,39091
Lorain,406,20,78,39093
Lucas,1166,66,388,39095
Madison,56,3,9,39097
Mahoning,784,67,234,39099
Marion,2191,4,28,39101
Medina,162,14,42,39103
Meigs,2,0,0,39105
Mercer,18,1,4,39107
Miami,136,25,49,39109
Monroe,2,0,2,39111
Montgomery,266,8,84,39113
Morgan,4,0,0,39115
Morrow,36,1,4,39117
Muskingum,10,0,4,39119
Noble,5,0,2,39121
Ottawa,38,0,13,39123
Paulding,8,0,3,39125
Perry,13,0,6,39127
Pickaway,1706,7,41,39129
Pike,3,0,0,39131
Portage,226,35,62,39133
Preble,25,1,5,39135
Putnam,63,6,11,39137
Richland,80,1,22,39139
Ross,36,1,8,39141
Sandusky,19,4,7,39143
Scioto,6,0,0,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,324,36,77,39151
Summit,542,43,218,39153
Trumbull,299,27,113,39155
Tuscarawas,59,0,11,39157
Union,18,0,2,39159
Van Wert,3,0,1,39161
Vinton,3,0,0,39163
Warren,131,11,24,39165
Washington,95,10,11,39167
Wayne,119,23,20,39169
Williams,31,1,4,39171
Wood,145,19,46,39173
Wyandot,24,2,3,39175
