County,Case Count,Death Count,Hospitalized Count,fips
Adams,7,0,1,39001
Allen,164,30,48,39003
Ashland,15,0,2,39005
Ashtabula,212,26,36,39007
Athens,6,1,1,39009
Auglaize,51,3,10,39011
Belmont,296,8,20,39013
Brown,21,1,3,39015
Butler,542,16,110,39017
Carroll,24,2,6,39019
Champaign,20,1,4,39021
Clark,122,3,20,39023
Clermont,136,4,30,39025
Clinton,37,0,11,39027
Columbiana,367,43,125,39029
Coshocton,19,0,4,39031
Crawford,89,2,12,39033
Cuyahoga,3066,157,799,39035
Darke,95,16,15,39037
Defiance,25,1,9,39039
Delaware,240,4,29,39041
Erie,86,3,19,39043
Fairfield,198,3,32,39045
Fayette,23,0,4,39047
Franklin,4227,150,545,39049
Fulton,32,0,6,39051
Gallia,6,1,3,39053
Geauga,206,23,46,39055
Greene,70,5,12,39057
Guernsey,22,0,2,39059
Hamilton,1927,105,355,39061
Hancock,42,1,7,39063
Hardin,30,0,2,39065
Harrison,8,0,2,39067
Henry,10,0,2,39069
Highland,14,1,4,39071
Hocking,29,1,9,39073
Holmes,10,1,2,39075
Huron,40,1,8,39077
Jackson,9,0,1,39079
Jefferson,58,2,16,39081
Knox,20,1,6,39083
Lake,210,8,60,39085
Lawrence,27,0,4,39087
Licking,180,7,35,39089
Logan,23,0,4,39091
Lorain,576,53,101,39093
Lucas,1883,195,505,39095
Madison,93,5,14,39097
Mahoning,1174,138,268,39099
Marion,2431,15,70,39101
Medina,207,18,52,39103
Meigs,3,0,0,39105
Mercer,109,1,21,39107
Miami,317,30,49,39109
Monroe,28,0,11,39111
Montgomery,468,11,136,39113
Morgan,5,0,0,39115
Morrow,93,1,6,39117
Muskingum,31,0,7,39119
Noble,5,0,2,39121
Ottawa,56,2,16,39123
Paulding,10,0,4,39125
Perry,15,1,6,39127
Pickaway,1990,25,52,39129
Pike,5,0,0,39131
Portage,284,51,71,39133
Preble,28,1,6,39135
Putnam,77,13,13,39137
Richland,143,2,26,39139
Ross,56,1,13,39141
Sandusky,54,8,18,39143
Scioto,13,0,1,39145
Seneca,15,1,5,39147
Shelby,34,1,15,39149
Stark,538,69,123,39151
Summit,976,101,308,39153
Trumbull,432,36,135,39155
Tuscarawas,235,1,24,39157
Union,28,0,3,39159
Van Wert,3,0,1,39161
Vinton,15,0,4,39163
Warren,252,13,41,39165
Washington,116,17,15,39167
Wayne,194,48,28,39169
Williams,44,1,4,39171
Wood,233,42,60,39173
Wyandot,27,2,3,39175
