County,Case Count,Death Count,Hospitalized Count,fips
Adams,5,0,0,39001
Allen,121,23,45,39003
Ashland,7,0,1,39005
Ashtabula,136,15,20,39007
Athens,4,1,1,39009
Auglaize,33,3,8,39011
Belmont,153,7,17,39013
Brown,11,1,2,39015
Butler,296,7,82,39017
Carroll,21,1,6,39019
Champaign,14,1,2,39021
Clark,57,2,10,39023
Clermont,93,3,22,39025
Clinton,31,0,7,39027
Columbiana,267,23,101,39029
Coshocton,17,0,4,39031
Crawford,48,0,6,39033
Cuyahoga,2217,115,579,39035
Darke,76,14,14,39037
Defiance,20,1,9,39039
Delaware,163,4,21,39041
Erie,56,3,15,39043
Fairfield,138,2,27,39045
Fayette,16,0,2,39047
Franklin,2589,76,382,39049
Fulton,24,0,6,39051
Gallia,6,1,3,39053
Geauga,155,13,28,39055
Greene,46,4,9,39057
Guernsey,15,0,1,39059
Hamilton,1297,75,274,39061
Hancock,37,1,7,39063
Hardin,25,0,2,39065
Harrison,4,0,1,39067
Henry,5,0,1,39069
Highland,10,0,2,39071
Hocking,18,1,7,39073
Holmes,6,1,2,39075
Huron,29,1,7,39077
Jackson,4,0,1,39079
Jefferson,43,1,12,39081
Knox,16,1,5,39083
Lake,170,8,52,39085
Lawrence,24,0,4,39087
Licking,121,5,26,39089
Logan,18,0,3,39091
Lorain,471,32,85,39093
Lucas,1297,119,421,39095
Madison,64,3,12,39097
Mahoning,853,82,245,39099
Marion,2276,4,28,39101
Medina,171,15,44,39103
Meigs,2,0,0,39105
Mercer,26,1,6,39107
Miami,142,27,49,39109
Monroe,3,0,2,39111
Montgomery,293,10,97,39113
Morgan,4,0,0,39115
Morrow,45,1,4,39117
Muskingum,15,0,4,39119
Noble,5,0,2,39121
Ottawa,40,1,14,39123
Paulding,8,0,3,39125
Perry,12,0,6,39127
Pickaway,1731,22,49,39129
Pike,3,0,0,39131
Portage,237,41,65,39133
Preble,27,1,6,39135
Putnam,68,8,12,39137
Richland,85,2,22,39139
Ross,39,1,9,39141
Sandusky,28,6,12,39143
Scioto,11,0,1,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,363,51,91,39151
Summit,639,49,237,39153
Trumbull,318,31,119,39155
Tuscarawas,94,0,11,39157
Union,22,0,2,39159
Van Wert,3,0,1,39161
Vinton,6,0,0,39163
Warren,160,11,29,39165
Washington,99,12,11,39167
Wayne,143,30,22,39169
Williams,36,1,4,39171
Wood,174,23,53,39173
Wyandot,24,2,3,39175
