County,Case Count,Death Count,Hospitalized Count,fips
Adams,3,0,0,39001
Allen,79,11,32,39003
Ashland,6,0,1,39005
Ashtabula,66,5,13,39007
Athens,3,1,1,39009
Auglaize,22,2,6,39011
Belmont,68,3,13,39013
Brown,9,1,2,39015
Butler,166,2,52,39017
Carroll,15,0,5,39019
Champaign,8,1,2,39021
Clark,25,0,5,39023
Clermont,72,1,19,39025
Clinton,26,0,6,39027
Columbiana,167,13,83,39029
Coshocton,16,0,3,39031
Crawford,41,0,2,39033
Cuyahoga,1466,53,420,39035
Darke,56,10,10,39037
Defiance,14,0,6,39039
Delaware,123,3,19,39041
Erie,33,2,10,39043
Fairfield,97,2,23,39045
Fayette,13,0,0,39047
Franklin,1513,29,236,39049
Fulton,17,0,5,39051
Gallia,6,1,3,39053
Geauga,100,4,17,39055
Greene,38,2,9,39057
Guernsey,11,0,1,39059
Hamilton,718,33,167,39061
Hancock,29,1,7,39063
Hardin,17,0,2,39065
Harrison,2,0,0,39067
Henry,3,0,1,39069
Highland,7,0,2,39071
Hocking,4,0,1,39073
Holmes,3,0,1,39075
Huron,16,1,5,39077
Jackson,5,0,1,39079
Jefferson,28,0,7,39081
Knox,11,1,4,39083
Lake,133,6,44,39085
Lawrence,21,0,4,39087
Licking,102,4,19,39089
Logan,13,0,2,39091
Lorain,294,17,59,39093
Lucas,789,33,282,39095
Madison,30,3,8,39097
Mahoning,589,48,210,39099
Marion,1834,1,21,39101
Medina,135,10,38,39103
Meigs,2,0,0,39105
Mercer,13,1,3,39107
Miami,129,22,47,39109
Monroe,2,0,2,39111
Montgomery,232,8,76,39113
Morgan,3,0,0,39115
Morrow,20,0,4,39117
Muskingum,8,0,2,39119
Noble,6,0,1,39121
Ottawa,27,0,6,39123
Paulding,5,0,2,39125
Perry,9,0,4,39127
Pickaway,477,4,31,39129
Pike,1,0,0,39131
Portage,176,24,47,39133
Preble,21,1,5,39135
Putnam,18,0,4,39137
Richland,65,1,19,39139
Ross,36,0,7,39141
Sandusky,18,2,6,39143
Scioto,9,0,0,39145
Seneca,12,1,5,39147
Shelby,29,0,10,39149
Stark,224,24,57,39151
Summit,350,21,153,39153
Trumbull,237,19,95,39155
Tuscarawas,31,0,7,39157
Union,12,0,1,39159
Van Wert,3,0,1,39161
Warren,112,9,18,39165
Washington,65,6,9,39167
Wayne,79,12,15,39169
Williams,8,1,3,39171
Wood,84,9,34,39173
Wyandot,17,2,2,39175
