County,Case Count,Death Count,Hospitalized Count,fips
Adams,20,1,2,39001
Allen,264,38,66,39003
Ashland,45,1,9,39005
Ashtabula,412,43,74,39007
Athens,29,1,4,39009
Auglaize,96,3,13,39011
Belmont,519,21,39,39013
Brown,51,1,8,39015
Butler,1322,43,218,39017
Carroll,46,3,9,39019
Champaign,37,1,4,39021
Clark,712,8,62,39023
Clermont,307,6,49,39025
Clinton,56,0,13,39027
Columbiana,1087,59,145,39029
Coshocton,66,0,7,39031
Crawford,127,5,21,39033
Cuyahoga,6287,347,1400,39035
Darke,231,25,26,39037
Defiance,43,3,15,39039
Delaware,458,15,56,39041
Erie,223,22,41,39043
Fairfield,448,15,58,39045
Fayette,45,0,6,39047
Franklin,8511,383,1032,39049
Fulton,56,0,7,39051
Gallia,10,1,3,39053
Geauga,378,41,84,39055
Greene,189,9,30,39057
Guernsey,51,3,9,39059
Hamilton,4491,191,684,39061
Hancock,69,1,11,39063
Hardin,108,12,14,39065
Harrison,12,1,4,39067
Henry,24,0,3,39069
Highland,42,1,8,39071
Hocking,76,7,16,39073
Holmes,176,3,7,39075
Huron,147,1,18,39077
Jackson,17,0,2,39079
Jefferson,76,2,17,39081
Knox,37,1,9,39083
Lake,393,17,79,39085
Lawrence,55,0,4,39087
Licking,358,11,43,39089
Logan,52,0,6,39091
Lorain,901,67,147,39093
Lucas,2538,299,622,39095
Madison,181,8,22,39097
Mahoning,1695,227,349,39099
Marion,2717,36,84,39101
Medina,451,31,73,39103
Meigs,10,0,0,39105
Mercer,265,8,45,39107
Miami,418,30,56,39109
Monroe,85,17,15,39111
Montgomery,1527,22,262,39113
Morgan,7,0,0,39115
Morrow,111,1,9,39117
Muskingum,72,1,14,39119
Noble,7,0,2,39121
Ottawa,126,23,30,39123
Paulding,22,0,5,39125
Perry,26,1,7,39127
Pickaway,2157,41,64,39129
Pike,20,0,2,39131
Portage,395,58,87,39133
Preble,57,1,7,39135
Putnam,109,15,17,39137
Richland,300,4,47,39139
Ross,96,2,23,39141
Sandusky,114,13,34,39143
Scioto,31,0,6,39145
Seneca,31,2,11,39147
Shelby,55,4,18,39149
Stark,990,111,190,39151
Summit,1863,202,406,39153
Trumbull,788,57,199,39155
Tuscarawas,462,10,57,39157
Union,74,1,5,39159
Van Wert,21,0,2,39161
Vinton,22,2,6,39163
Warren,698,20,72,39165
Washington,122,20,15,39167
Wayne,346,52,45,39169
Williams,62,1,6,39171
Wood,350,51,69,39173
Wyandot,57,4,5,39175
