County,Case Count,Death Count,Hospitalized Count,fips
Adams,2,0,0,39001
Allen,23,1,17,39003
Ashland,3,0,1,39005
Ashtabula,20,0,6,39007
Athens,3,1,1,39009
Auglaize,8,0,3,39011
Belmont,30,1,6,39013
Brown,4,1,1,39015
Butler,102,2,38,39017
Carroll,9,0,5,39019
Champaign,5,0,2,39021
Clark,13,0,4,39023
Clermont,27,1,5,39025
Clinton,11,1,3,39027
Columbiana,71,6,47,39029
Coshocton,10,0,2,39031
Crawford,9,0,0,39033
Cuyahoga,960,23,268,39035
Darke,38,7,3,39037
Defiance,10,0,5,39039
Delaware,79,1,13,39041
Erie,10,1,8,39043
Fairfield,65,0,14,39045
Fayette,4,0,0,39047
Franklin,761,12,143,39049
Fulton,5,0,2,39051
Gallia,4,1,3,39053
Geauga,44,1,13,39055
Greene,21,1,7,39057
Guernsey,2,0,0,39059
Hamilton,437,13,81,39061
Hancock,17,0,5,39063
Hardin,2,0,1,39065
Henry,1,0,1,39069
Highland,6,0,2,39071
Holmes,3,0,1,39075
Huron,9,1,4,39077
Jackson,2,0,1,39079
Jefferson,18,0,7,39081
Knox,7,1,3,39083
Lake,99,4,31,39085
Lawrence,13,0,2,39087
Licking,64,3,14,39089
Logan,5,0,1,39091
Lorain,136,4,40,39093
Lucas,371,16,123,39095
Madison,20,2,7,39097
Mahoning,305,28,138,39099
Marion,32,0,4,39101
Medina,94,4,28,39103
Meigs,1,0,0,39105
Mercer,11,1,2,39107
Miami,107,14,41,39109
Monroe,2,0,2,39111
Montgomery,147,2,43,39113
Morgan,2,0,0,39115
Morrow,6,0,2,39117
Muskingum,6,0,2,39119
Ottawa,6,0,4,39123
Paulding,2,0,0,39125
Perry,6,0,2,39127
Pickaway,35,0,0,39129
Pike,1,0,0,39131
Portage,108,8,27,39133
Preble,8,0,4,39135
Richland,25,0,13,39139
Ross,10,0,5,39141
Sandusky,5,1,5,39143
Scioto,1,0,0,39145
Seneca,6,1,2,39147
Shelby,19,0,7,39149
Stark,114,7,23,39151
Summit,211,12,80,39153
Trumbull,126,8,63,39155
Tuscarawas,26,0,6,39157
Union,8,0,0,39159
Van Wert,2,0,1,39161
Warren,46,0,7,39165
Washington,30,0,3,39167
Wayne,30,0,12,39169
Williams,1,0,1,39171
Wood,41,2,22,39173
Wyandot,5,0,2,39175
