County,Case Count,Death Count,Hospitalized Count,fips
Adams,4,0,0,39001
Allen,103,18,43,39003
Ashland,6,0,1,39005
Ashtabula,110,11,18,39007
Athens,3,1,1,39009
Auglaize,31,3,8,39011
Belmont,114,7,14,39013
Brown,11,1,2,39015
Butler,234,4,70,39017
Carroll,19,1,6,39019
Champaign,12,1,2,39021
Clark,43,2,9,39023
Clermont,76,2,21,39025
Clinton,28,0,7,39027
Columbiana,228,20,93,39029
Coshocton,16,0,3,39031
Crawford,41,0,3,39033
Cuyahoga,1938,96,522,39035
Darke,75,13,14,39037
Defiance,19,1,9,39039
Delaware,148,3,21,39041
Erie,49,3,12,39043
Fairfield,116,2,25,39045
Fayette,14,0,0,39047
Franklin,2005,57,307,39049
Fulton,19,0,5,39051
Gallia,6,1,3,39053
Geauga,146,13,27,39055
Greene,45,3,9,39057
Guernsey,15,0,1,39059
Hamilton,1048,56,241,39061
Hancock,35,1,7,39063
Hardin,22,0,2,39065
Harrison,4,0,1,39067
Henry,4,0,1,39069
Highland,10,0,2,39071
Hocking,16,1,5,39073
Holmes,5,1,2,39075
Huron,29,1,5,39077
Jackson,4,0,1,39079
Jefferson,39,1,10,39081
Knox,15,1,5,39083
Lake,158,7,49,39085
Lawrence,24,0,4,39087
Licking,110,5,23,39089
Logan,18,0,3,39091
Lorain,395,20,75,39093
Lucas,1130,61,376,39095
Madison,52,3,9,39097
Mahoning,764,65,234,39099
Marion,2188,4,27,39101
Medina,159,13,42,39103
Meigs,2,0,0,39105
Mercer,18,1,4,39107
Miami,136,25,49,39109
Monroe,2,0,2,39111
Montgomery,262,8,84,39113
Morgan,4,0,0,39115
Morrow,34,1,4,39117
Muskingum,11,0,4,39119
Noble,5,0,2,39121
Ottawa,37,0,11,39123
Paulding,8,0,3,39125
Perry,12,0,6,39127
Pickaway,1698,5,39,39129
Pike,3,0,0,39131
Portage,221,33,61,39133
Preble,25,1,5,39135
Putnam,54,5,9,39137
Richland,76,1,22,39139
Ross,36,1,8,39141
Sandusky,19,2,7,39143
Scioto,6,0,0,39145
Seneca,14,1,5,39147
Shelby,30,1,12,39149
Stark,312,35,75,39151
Summit,500,39,210,39153
Trumbull,295,27,113,39155
Tuscarawas,57,0,11,39157
Union,18,0,2,39159
Van Wert,3,0,1,39161
Warren,124,11,22,39165
Washington,94,10,11,39167
Wayne,114,22,20,39169
Williams,29,1,4,39171
Wood,139,18,43,39173
Wyandot,24,2,3,39175
