County,Case Count,Death Count,Hospitalized Count,fips
Adams,12,1,2,39001
Allen,232,34,61,39003
Ashland,26,0,5,39005
Ashtabula,381,38,71,39007
Athens,23,1,3,39009
Auglaize,84,3,11,39011
Belmont,463,18,39,39013
Brown,37,1,6,39015
Butler,1065,33,189,39017
Carroll,36,3,9,39019
Champaign,34,1,4,39021
Clark,400,8,48,39023
Clermont,236,6,41,39025
Clinton,52,0,13,39027
Columbiana,914,55,138,39029
Coshocton,50,0,5,39031
Crawford,122,4,21,39033
Cuyahoga,5112,304,1261,39035
Darke,220,25,24,39037
Defiance,40,2,15,39039
Delaware,389,15,49,39041
Erie,191,18,37,39043
Fairfield,353,9,46,39045
Fayette,44,0,6,39047
Franklin,6918,325,886,39049
Fulton,52,0,7,39051
Gallia,9,1,3,39053
Geauga,331,35,75,39055
Greene,132,6,20,39057
Guernsey,44,3,6,39059
Hamilton,3078,178,613,39061
Hancock,61,1,10,39063
Hardin,87,4,7,39065
Harrison,10,0,2,39067
Henry,19,0,3,39069
Highland,32,1,7,39071
Hocking,73,7,16,39073
Holmes,84,3,5,39075
Huron,72,1,14,39077
Jackson,16,0,2,39079
Jefferson,69,2,17,39081
Knox,31,1,9,39083
Lake,344,12,74,39085
Lawrence,32,0,4,39087
Licking,297,11,40,39089
Logan,47,0,6,39091
Lorain,779,61,135,39093
Lucas,2411,272,598,39095
Madison,168,7,21,39097
Mahoning,1576,204,331,39099
Marion,2701,33,84,39101
Medina,397,26,73,39103
Meigs,6,0,0,39105
Mercer,244,8,40,39107
Miami,382,30,53,39109
Monroe,83,15,15,39111
Montgomery,901,17,203,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,56,1,10,39119
Noble,6,0,2,39121
Ottawa,114,21,28,39123
Paulding,14,0,5,39125
Perry,22,1,7,39127
Pickaway,2115,39,58,39129
Pike,9,0,0,39131
Portage,352,58,83,39133
Preble,41,1,6,39135
Putnam,100,15,17,39137
Richland,242,4,35,39139
Ross,79,2,22,39141
Sandusky,102,13,33,39143
Scioto,19,0,5,39145
Seneca,29,2,9,39147
Shelby,49,3,18,39149
Stark,847,105,177,39151
Summit,1638,190,388,39153
Trumbull,642,53,166,39155
Tuscarawas,397,7,51,39157
Union,62,1,5,39159
Van Wert,10,0,2,39161
Vinton,21,2,6,39163
Warren,497,20,56,39165
Washington,117,19,15,39167
Wayne,304,52,42,39169
Williams,58,1,6,39171
Wood,316,50,66,39173
Wyandot,48,4,5,39175
