County,Case Count,Death Count,Hospitalized Count,fips
Adams,15,1,2,39001
Allen,240,35,65,39003
Ashland,28,0,5,39005
Ashtabula,385,39,71,39007
Athens,23,1,3,39009
Auglaize,85,3,11,39011
Belmont,467,20,39,39013
Brown,39,1,6,39015
Butler,1090,34,193,39017
Carroll,37,3,9,39019
Champaign,34,1,4,39021
Clark,409,8,48,39023
Clermont,238,6,41,39025
Clinton,53,0,13,39027
Columbiana,917,56,138,39029
Coshocton,51,0,5,39031
Crawford,122,5,21,39033
Cuyahoga,5175,311,1275,39035
Darke,222,25,24,39037
Defiance,40,2,15,39039
Delaware,398,15,53,39041
Erie,210,20,39,39043
Fairfield,364,9,48,39045
Fayette,45,0,6,39047
Franklin,7076,329,907,39049
Fulton,53,0,7,39051
Gallia,9,1,3,39053
Geauga,334,35,75,39055
Greene,135,6,21,39057
Guernsey,44,3,6,39059
Hamilton,3185,179,617,39061
Hancock,61,1,10,39063
Hardin,93,4,6,39065
Harrison,10,0,2,39067
Henry,20,0,3,39069
Highland,34,1,7,39071
Hocking,73,7,16,39073
Holmes,87,3,5,39075
Huron,77,1,15,39077
Jackson,16,0,2,39079
Jefferson,70,2,17,39081
Knox,31,1,9,39083
Lake,347,12,74,39085
Lawrence,32,0,4,39087
Licking,312,11,40,39089
Logan,48,0,6,39091
Lorain,794,62,135,39093
Lucas,2428,280,602,39095
Madison,168,7,21,39097
Mahoning,1595,214,335,39099
Marion,2706,33,84,39101
Medina,397,30,72,39103
Meigs,6,0,0,39105
Mercer,245,8,40,39107
Miami,386,30,53,39109
Monroe,82,15,15,39111
Montgomery,969,17,207,39113
Morgan,6,0,0,39115
Morrow,110,1,8,39117
Muskingum,57,1,10,39119
Noble,6,0,2,39121
Ottawa,117,21,28,39123
Paulding,14,0,5,39125
Perry,23,1,7,39127
Pickaway,2125,40,59,39129
Pike,9,0,0,39131
Portage,353,58,83,39133
Preble,43,1,6,39135
Putnam,101,15,17,39137
Richland,249,4,37,39139
Ross,79,2,22,39141
Sandusky,103,13,34,39143
Scioto,21,0,5,39145
Seneca,29,2,9,39147
Shelby,49,3,18,39149
Stark,863,105,179,39151
Summit,1666,192,393,39153
Trumbull,656,54,168,39155
Tuscarawas,399,8,52,39157
Union,62,1,5,39159
Van Wert,13,0,2,39161
Vinton,22,2,6,39163
Warren,512,20,56,39165
Washington,118,19,15,39167
Wayne,306,52,42,39169
Williams,58,1,6,39171
Wood,321,50,66,39173
Wyandot,48,4,5,39175
