County,Case Count,Death Count,Hospitalized Count,fips
Adams,20,1,2,39001
Allen,261,38,66,39003
Ashland,46,0,9,39005
Ashtabula,413,42,73,39007
Athens,29,1,4,39009
Auglaize,93,3,13,39011
Belmont,516,21,39,39013
Brown,50,1,8,39015
Butler,1301,41,215,39017
Carroll,46,3,9,39019
Champaign,37,1,4,39021
Clark,703,8,61,39023
Clermont,300,6,49,39025
Clinton,55,0,13,39027
Columbiana,1033,59,145,39029
Coshocton,64,0,6,39031
Crawford,126,5,21,39033
Cuyahoga,6111,346,1380,39035
Darke,230,25,25,39037
Defiance,43,3,15,39039
Delaware,449,15,57,39041
Erie,221,22,41,39043
Fairfield,438,15,57,39045
Fayette,45,0,6,39047
Franklin,8310,378,1018,39049
Fulton,54,0,7,39051
Gallia,9,1,3,39053
Geauga,372,41,82,39055
Greene,187,9,30,39057
Guernsey,49,3,9,39059
Hamilton,4337,191,683,39061
Hancock,68,1,11,39063
Hardin,108,11,12,39065
Harrison,12,1,4,39067
Henry,23,0,3,39069
Highland,39,1,8,39071
Hocking,75,7,16,39073
Holmes,169,3,7,39075
Huron,144,1,19,39077
Jackson,17,0,2,39079
Jefferson,75,2,17,39081
Knox,36,1,9,39083
Lake,390,17,79,39085
Lawrence,55,0,4,39087
Licking,351,11,43,39089
Logan,51,0,6,39091
Lorain,889,67,146,39093
Lucas,2534,299,622,39095
Madison,179,8,22,39097
Mahoning,1682,227,346,39099
Marion,2717,36,84,39101
Medina,441,31,73,39103
Meigs,10,0,0,39105
Mercer,259,8,45,39107
Miami,413,30,56,39109
Monroe,83,16,15,39111
Montgomery,1465,22,259,39113
Morgan,6,0,0,39115
Morrow,111,1,9,39117
Muskingum,71,1,14,39119
Noble,6,0,2,39121
Ottawa,124,23,30,39123
Paulding,22,0,5,39125
Perry,26,1,7,39127
Pickaway,2150,41,63,39129
Pike,19,0,1,39131
Portage,382,58,86,39133
Preble,55,1,7,39135
Putnam,107,15,17,39137
Richland,296,4,46,39139
Ross,89,2,23,39141
Sandusky,112,13,34,39143
Scioto,28,0,6,39145
Seneca,31,2,11,39147
Shelby,55,4,18,39149
Stark,977,107,188,39151
Summit,1839,202,405,39153
Trumbull,771,57,192,39155
Tuscarawas,454,10,57,39157
Union,73,1,5,39159
Van Wert,20,0,2,39161
Vinton,22,2,6,39163
Warren,649,20,71,39165
Washington,120,20,15,39167
Wayne,343,52,45,39169
Williams,60,1,6,39171
Wood,345,51,68,39173
Wyandot,55,4,5,39175
