County,Case Count,Death Count,Hospitalized Count,fips
Adams,20,1,2,39001
Allen,269,38,67,39003
Ashland,46,1,9,39005
Ashtabula,415,43,73,39007
Athens,30,1,4,39009
Auglaize,98,3,13,39011
Belmont,523,21,39,39013
Brown,53,1,8,39015
Butler,1371,44,223,39017
Carroll,48,3,9,39019
Champaign,37,1,4,39021
Clark,727,8,62,39023
Clermont,327,6,51,39025
Clinton,60,0,13,39027
Columbiana,1197,59,145,39029
Coshocton,70,0,8,39031
Crawford,130,6,22,39033
Cuyahoga,6571,351,1422,39035
Darke,233,25,26,39037
Defiance,45,3,15,39039
Delaware,471,15,56,39041
Erie,225,22,41,39043
Fairfield,470,15,59,39045
Fayette,45,0,6,39047
Franklin,8840,393,1047,39049
Fulton,57,0,7,39051
Gallia,10,1,3,39053
Geauga,382,41,84,39055
Greene,194,9,30,39057
Guernsey,58,3,10,39059
Hamilton,4794,191,693,39061
Hancock,69,1,11,39063
Hardin,111,12,15,39065
Harrison,12,1,4,39067
Henry,27,0,3,39069
Highland,43,1,8,39071
Hocking,76,7,16,39073
Holmes,190,3,8,39075
Huron,159,1,19,39077
Jackson,17,0,2,39079
Jefferson,76,2,17,39081
Knox,38,1,9,39083
Lake,415,17,81,39085
Lawrence,59,0,4,39087
Licking,381,11,49,39089
Logan,56,0,6,39091
Lorain,925,67,149,39093
Lucas,2567,299,626,39095
Madison,184,8,22,39097
Mahoning,1720,228,352,39099
Marion,2721,37,84,39101
Medina,464,31,73,39103
Meigs,11,0,0,39105
Mercer,266,8,45,39107
Miami,425,30,57,39109
Monroe,85,17,15,39111
Montgomery,1603,22,269,39113
Morgan,7,0,0,39115
Morrow,113,1,9,39117
Muskingum,74,1,14,39119
Noble,9,0,2,39121
Ottawa,127,23,30,39123
Paulding,22,0,5,39125
Perry,26,1,7,39127
Pickaway,2164,41,67,39129
Pike,20,0,3,39131
Portage,407,58,88,39133
Preble,59,1,10,39135
Putnam,112,15,18,39137
Richland,310,4,47,39139
Ross,100,2,23,39141
Sandusky,115,13,34,39143
Scioto,34,0,6,39145
Seneca,31,2,11,39147
Shelby,56,4,18,39149
Stark,1016,111,191,39151
Summit,1896,202,413,39153
Trumbull,809,58,200,39155
Tuscarawas,486,10,59,39157
Union,77,1,6,39159
Van Wert,21,0,2,39161
Vinton,22,2,6,39163
Warren,725,20,75,39165
Washington,122,20,15,39167
Wayne,350,52,45,39169
Williams,63,1,6,39171
Wood,363,51,70,39173
Wyandot,57,4,6,39175
