County,Case Count,Death Count,Hospitalized Count,fips
Adams,3,0,0,39001
Allen,88,12,37,39003
Ashland,5,0,1,39005
Ashtabula,70,6,13,39007
Athens,3,1,1,39009
Auglaize,23,3,6,39011
Belmont,84,6,14,39013
Brown,9,1,2,39015
Butler,184,2,56,39017
Carroll,16,0,6,39019
Champaign,7,1,2,39021
Clark,28,0,9,39023
Clermont,74,3,20,39025
Clinton,26,0,6,39027
Columbiana,185,16,88,39029
Coshocton,16,0,3,39031
Crawford,37,0,2,39033
Cuyahoga,1653,64,457,39035
Darke,58,11,12,39037
Defiance,15,0,7,39039
Delaware,127,3,19,39041
Erie,37,3,11,39043
Fairfield,101,2,23,39045
Fayette,13,0,0,39047
Franklin,1557,37,250,39049
Fulton,16,0,5,39051
Gallia,6,1,3,39053
Geauga,113,9,23,39055
Greene,39,3,9,39057
Guernsey,12,0,1,39059
Hamilton,768,39,182,39061
Hancock,29,1,7,39063
Hardin,20,0,2,39065
Harrison,2,0,0,39067
Henry,4,0,1,39069
Highland,7,0,2,39071
Hocking,5,0,2,39073
Holmes,4,1,2,39075
Huron,23,1,6,39077
Jackson,4,0,1,39079
Jefferson,31,0,8,39081
Knox,13,1,4,39083
Lake,139,6,44,39085
Lawrence,23,0,4,39087
Licking,102,4,21,39089
Logan,13,0,2,39091
Lorain,320,19,63,39093
Lucas,853,36,320,39095
Madison,30,3,8,39097
Mahoning,621,54,217,39099
Marion,2132,1,25,39101
Medina,142,11,40,39103
Meigs,2,0,0,39105
Mercer,13,1,3,39107
Miami,133,22,47,39109
Monroe,2,0,2,39111
Montgomery,237,8,78,39113
Morgan,3,0,0,39115
Morrow,24,0,4,39117
Muskingum,9,0,3,39119
Noble,3,0,1,39121
Ottawa,32,0,10,39123
Paulding,5,0,2,39125
Perry,10,0,4,39127
Pickaway,1635,5,37,39129
Pike,2,0,0,39131
Portage,186,30,52,39133
Preble,25,1,5,39135
Putnam,22,0,6,39137
Richland,66,1,19,39139
Ross,30,0,7,39141
Sandusky,17,2,7,39143
Scioto,6,0,0,39145
Seneca,11,1,5,39147
Shelby,28,0,10,39149
Stark,251,28,62,39151
Summit,385,28,173,39153
Trumbull,257,21,99,39155
Tuscarawas,34,0,8,39157
Union,16,0,2,39159
Van Wert,3,0,1,39161
Warren,117,10,19,39165
Washington,69,6,10,39167
Wayne,82,16,15,39169
Williams,8,1,3,39171
Wood,92,13,36,39173
Wyandot,20,2,2,39175
