County,Case Count,Death Count,Hospitalized Count,fips
Adams,21,1,2,39001
Allen,293,38,69,39003
Ashland,53,1,9,39005
Ashtabula,420,43,75,39007
Athens,33,1,4,39009
Auglaize,99,3,13,39011
Belmont,528,21,39,39013
Brown,52,1,8,39015
Butler,1405,44,224,39017
Carroll,51,3,9,39019
Champaign,37,1,4,39021
Clark,729,8,63,39023
Clermont,347,6,53,39025
Clinton,61,0,13,39027
Columbiana,1205,60,147,39029
Coshocton,76,1,10,39031
Crawford,135,6,22,39033
Cuyahoga,6831,364,1463,39035
Darke,234,25,27,39037
Defiance,45,3,16,39039
Delaware,494,15,58,39041
Erie,228,22,42,39043
Fairfield,481,16,60,39045
Fayette,46,0,6,39047
Franklin,9148,404,1059,39049
Fulton,57,0,7,39051
Gallia,14,1,3,39053
Geauga,387,42,86,39055
Greene,208,9,31,39057
Guernsey,59,3,11,39059
Hamilton,5010,198,703,39061
Hancock,76,1,11,39063
Hardin,111,12,16,39065
Harrison,12,1,4,39067
Henry,29,0,3,39069
Highland,42,1,8,39071
Hocking,76,7,16,39073
Holmes,202,3,9,39075
Huron,170,1,19,39077
Jackson,17,0,2,39079
Jefferson,76,2,17,39081
Knox,39,1,9,39083
Lake,433,17,84,39085
Lawrence,63,0,4,39087
Licking,404,11,52,39089
Logan,58,1,6,39091
Lorain,947,67,153,39093
Lucas,2600,301,627,39095
Madison,187,8,24,39097
Mahoning,1741,228,356,39099
Marion,2726,38,84,39101
Medina,480,32,76,39103
Meigs,11,0,0,39105
Mercer,270,8,47,39107
Miami,437,31,57,39109
Monroe,85,17,15,39111
Montgomery,1704,25,284,39113
Morgan,9,0,0,39115
Morrow,114,1,9,39117
Muskingum,73,1,14,39119
Noble,9,0,2,39121
Ottawa,129,23,30,39123
Paulding,23,0,5,39125
Perry,30,1,7,39127
Pickaway,2170,41,67,39129
Pike,20,0,4,39131
Portage,412,58,90,39133
Preble,62,1,11,39135
Putnam,113,16,18,39137
Richland,314,5,48,39139
Ross,107,2,24,39141
Sandusky,122,13,36,39143
Scioto,35,0,6,39145
Seneca,33,2,11,39147
Shelby,58,4,18,39149
Stark,1042,112,196,39151
Summit,1953,205,420,39153
Trumbull,834,62,209,39155
Tuscarawas,507,10,60,39157
Union,77,1,6,39159
Van Wert,24,0,2,39161
Vinton,22,2,6,39163
Warren,738,21,79,39165
Washington,124,20,15,39167
Wayne,353,52,45,39169
Williams,65,2,7,39171
Wood,376,51,70,39173
Wyandot,58,4,5,39175
