County,Case Count,Death Count,Hospitalized Count,fips
Adams,20,1,2,39001
Allen,265,38,66,39003
Ashland,45,1,9,39005
Ashtabula,412,43,73,39007
Athens,30,1,4,39009
Auglaize,96,3,13,39011
Belmont,521,21,39,39013
Brown,52,1,8,39015
Butler,1350,44,222,39017
Carroll,47,3,9,39019
Champaign,37,1,4,39021
Clark,722,8,62,39023
Clermont,319,6,51,39025
Clinton,56,0,13,39027
Columbiana,1093,59,145,39029
Coshocton,67,0,8,39031
Crawford,129,5,21,39033
Cuyahoga,6429,351,1410,39035
Darke,233,25,26,39037
Defiance,44,3,15,39039
Delaware,461,15,56,39041
Erie,225,22,41,39043
Fairfield,458,15,58,39045
Fayette,45,0,6,39047
Franklin,8694,392,1036,39049
Fulton,56,0,7,39051
Gallia,10,1,3,39053
Geauga,379,41,84,39055
Greene,193,9,30,39057
Guernsey,51,3,9,39059
Hamilton,4661,191,685,39061
Hancock,71,1,11,39063
Hardin,111,12,15,39065
Harrison,12,1,4,39067
Henry,26,0,3,39069
Highland,43,1,8,39071
Hocking,76,7,16,39073
Holmes,184,3,8,39075
Huron,153,1,19,39077
Jackson,17,0,2,39079
Jefferson,76,2,17,39081
Knox,38,1,9,39083
Lake,405,17,81,39085
Lawrence,57,0,4,39087
Licking,371,11,49,39089
Logan,54,0,6,39091
Lorain,912,67,148,39093
Lucas,2549,299,626,39095
Madison,182,8,22,39097
Mahoning,1705,227,351,39099
Marion,2719,37,84,39101
Medina,460,31,73,39103
Meigs,11,0,0,39105
Mercer,265,8,45,39107
Miami,421,30,57,39109
Monroe,85,17,15,39111
Montgomery,1553,22,263,39113
Morgan,7,0,0,39115
Morrow,113,1,9,39117
Muskingum,73,1,14,39119
Noble,8,0,2,39121
Ottawa,127,23,30,39123
Paulding,22,0,5,39125
Perry,26,1,7,39127
Pickaway,2162,41,67,39129
Pike,20,0,3,39131
Portage,400,58,87,39133
Preble,57,1,9,39135
Putnam,110,15,17,39137
Richland,306,4,47,39139
Ross,97,2,23,39141
Sandusky,114,13,34,39143
Scioto,33,0,6,39145
Seneca,31,2,11,39147
Shelby,55,4,18,39149
Stark,1008,111,191,39151
Summit,1884,202,406,39153
Trumbull,800,58,200,39155
Tuscarawas,475,10,58,39157
Union,76,1,5,39159
Van Wert,21,0,2,39161
Vinton,22,2,6,39163
Warren,708,20,75,39165
Washington,122,20,15,39167
Wayne,348,52,45,39169
Williams,63,1,6,39171
Wood,354,51,70,39173
Wyandot,57,4,5,39175
