County,Case Count,Death Count,Hospitalized Count,fips
Adams,4,0,0,39001
Allen,108,15,42,39003
Ashland,5,0,1,39005
Ashtabula,103,8,18,39007
Athens,3,1,1,39009
Auglaize,29,3,8,39011
Belmont,98,6,14,39013
Brown,11,1,2,39015
Butler,208,4,63,39017
Carroll,19,1,6,39019
Champaign,8,1,2,39021
Clark,30,1,9,39023
Clermont,77,2,21,39025
Clinton,27,0,6,39027
Columbiana,214,18,91,39029
Coshocton,16,0,3,39031
Crawford,38,0,2,39033
Cuyahoga,1817,91,498,39035
Darke,74,12,14,39037
Defiance,18,1,9,39039
Delaware,137,3,19,39041
Erie,44,3,12,39043
Fairfield,108,2,24,39045
Fayette,13,0,0,39047
Franklin,1768,48,278,39049
Fulton,18,0,5,39051
Gallia,6,1,3,39053
Geauga,126,9,25,39055
Greene,40,3,9,39057
Guernsey,15,0,1,39059
Hamilton,932,51,225,39061
Hancock,34,1,8,39063
Hardin,21,0,2,39065
Harrison,2,0,0,39067
Henry,4,0,1,39069
Highland,8,0,2,39071
Hocking,6,1,2,39073
Holmes,5,1,2,39075
Huron,25,1,5,39077
Jackson,4,0,1,39079
Jefferson,33,1,8,39081
Knox,15,1,5,39083
Lake,154,7,48,39085
Lawrence,22,0,4,39087
Licking,105,4,22,39089
Logan,16,0,2,39091
Lorain,366,19,70,39093
Lucas,985,58,365,39095
Madison,47,3,8,39097
Mahoning,688,65,221,39099
Marion,2169,4,26,39101
Medina,149,13,42,39103
Meigs,2,0,0,39105
Mercer,16,1,4,39107
Miami,134,24,48,39109
Monroe,2,0,2,39111
Montgomery,251,9,81,39113
Morgan,4,0,0,39115
Morrow,26,0,4,39117
Muskingum,12,0,4,39119
Noble,4,0,2,39121
Ottawa,35,0,11,39123
Paulding,8,0,3,39125
Perry,12,0,5,39127
Pickaway,1659,5,37,39129
Pike,2,0,0,39131
Portage,213,31,55,39133
Preble,25,1,5,39135
Putnam,49,4,8,39137
Richland,73,1,20,39139
Ross,35,1,8,39141
Sandusky,20,2,7,39143
Scioto,6,0,0,39145
Seneca,12,1,5,39147
Shelby,30,0,12,39149
Stark,294,34,71,39151
Summit,460,35,193,39153
Trumbull,278,23,105,39155
Tuscarawas,42,0,7,39157
Union,17,0,2,39159
Van Wert,3,0,1,39161
Warren,128,10,22,39165
Washington,80,8,11,39167
Wayne,91,18,17,39169
Williams,28,1,4,39171
Wood,122,15,41,39173
Wyandot,24,2,3,39175
