County,Case Count,Death Count,Hospitalized Count,fips
Adams,3,0,0,39001
Allen,51,4,28,39003
Ashland,6,0,1,39005
Ashtabula,36,3,12,39007
Athens,3,1,1,39009
Auglaize,18,1,6,39011
Belmont,58,3,13,39013
Brown,8,1,2,39015
Butler,133,2,45,39017
Carroll,14,0,5,39019
Champaign,6,1,2,39021
Clark,21,0,5,39023
Clermont,49,1,10,39025
Clinton,23,0,5,39027
Columbiana,123,10,78,39029
Coshocton,16,0,3,39031
Crawford,23,0,2,39033
Cuyahoga,1281,39,359,39035
Darke,52,10,7,39037
Defiance,12,0,5,39039
Delaware,108,3,15,39041
Erie,16,1,8,39043
Fairfield,92,1,22,39045
Fayette,12,0,0,39047
Franklin,1102,19,215,39049
Fulton,8,0,3,39051
Gallia,6,1,3,39053
Geauga,82,4,16,39055
Greene,31,1,9,39057
Guernsey,10,0,1,39059
Hamilton,594,27,140,39061
Hancock,23,1,8,39063
Hardin,11,0,1,39065
Harrison,1,0,0,39067
Henry,2,0,1,39069
Highland,7,0,2,39071
Hocking,3,0,1,39073
Holmes,3,0,1,39075
Huron,14,1,5,39077
Jackson,3,0,1,39079
Jefferson,24,0,7,39081
Knox,10,1,4,39083
Lake,124,6,44,39085
Lawrence,17,0,3,39087
Licking,88,3,18,39089
Logan,8,0,2,39091
Lorain,203,7,56,39093
Lucas,596,28,240,39095
Madison,23,3,8,39097
Mahoning,486,41,190,39099
Marion,164,0,10,39101
Medina,122,10,38,39103
Meigs,2,0,0,39105
Mercer,13,1,3,39107
Miami,125,21,47,39109
Monroe,2,0,2,39111
Montgomery,211,8,73,39113
Morgan,2,0,0,39115
Morrow,14,0,4,39117
Muskingum,8,0,2,39119
Noble,3,0,1,39121
Ottawa,12,0,5,39123
Paulding,5,0,2,39125
Perry,8,0,3,39127
Pickaway,172,0,7,39129
Pike,1,0,0,39131
Portage,158,22,43,39133
Preble,20,1,5,39135
Putnam,4,0,1,39137
Richland,44,1,17,39139
Ross,21,0,6,39141
Sandusky,13,2,6,39143
Scioto,4,0,0,39145
Seneca,11,1,5,39147
Shelby,27,0,9,39149
Stark,176,17,48,39151
Summit,294,15,122,39153
Trumbull,199,13,90,39155
Tuscarawas,28,0,7,39157
Union,11,0,1,39159
Van Wert,2,0,1,39161
Warren,85,3,14,39165
Washington,47,4,6,39167
Wayne,56,10,15,39169
Williams,6,1,3,39171
Wood,64,5,26,39173
Wyandot,14,2,2,39175
