County,Case Count,Death Count,Hospitalized Count,fips
Adams,11,1,2,39001
Allen,221,33,58,39003
Ashland,23,0,5,39005
Ashtabula,369,38,65,39007
Athens,18,1,1,39009
Auglaize,77,3,11,39011
Belmont,449,15,35,39013
Brown,31,1,4,39015
Butler,975,32,172,39017
Carroll,35,3,9,39019
Champaign,28,1,4,39021
Clark,323,7,38,39023
Clermont,219,5,40,39025
Clinton,47,0,13,39027
Columbiana,894,53,133,39029
Coshocton,48,0,4,39031
Crawford,118,4,21,39033
Cuyahoga,4789,265,1177,39035
Darke,190,23,21,39037
Defiance,34,2,11,39039
Delaware,360,14,40,39041
Erie,184,16,37,39043
Fairfield,318,8,44,39045
Fayette,41,0,6,39047
Franklin,6323,295,799,39049
Fulton,45,0,7,39051
Gallia,8,1,3,39053
Geauga,303,34,73,39055
Greene,106,5,16,39057
Guernsey,38,2,5,39059
Hamilton,2811,171,580,39061
Hancock,53,1,9,39063
Hardin,73,0,6,39065
Harrison,10,0,2,39067
Henry,17,0,2,39069
Highland,29,1,7,39071
Hocking,70,5,14,39073
Holmes,57,3,4,39075
Huron,61,1,12,39077
Jackson,15,0,1,39079
Jefferson,67,2,16,39081
Knox,25,1,6,39083
Lake,325,12,71,39085
Lawrence,30,0,4,39087
Licking,271,10,38,39089
Logan,43,0,5,39091
Lorain,730,61,126,39093
Lucas,2329,263,576,39095
Madison,164,7,20,39097
Mahoning,1486,191,320,39099
Marion,2688,32,82,39101
Medina,376,24,71,39103
Meigs,6,0,0,39105
Mercer,227,8,38,39107
Miami,367,30,53,39109
Monroe,80,15,15,39111
Montgomery,734,17,182,39113
Morgan,5,0,0,39115
Morrow,108,1,8,39117
Muskingum,56,1,9,39119
Noble,6,0,2,39121
Ottawa,107,17,27,39123
Paulding,14,0,5,39125
Perry,19,1,6,39127
Pickaway,2099,38,57,39129
Pike,9,0,0,39131
Portage,335,57,75,39133
Preble,39,1,6,39135
Putnam,95,14,15,39137
Richland,222,4,34,39139
Ross,73,2,21,39141
Sandusky,91,12,29,39143
Scioto,18,0,4,39145
Seneca,26,2,8,39147
Shelby,47,3,17,39149
Stark,803,102,167,39151
Summit,1529,181,373,39153
Trumbull,600,52,163,39155
Tuscarawas,371,4,47,39157
Union,56,1,5,39159
Van Wert,7,0,1,39161
Vinton,21,2,5,39163
Warren,407,21,54,39165
Washington,118,19,15,39167
Wayne,296,51,42,39169
Williams,58,1,5,39171
Wood,306,49,66,39173
Wyandot,48,2,5,39175
