County,Sex,Age Range,Onset Date,Date Of Death,Case Count,Death Count,Hospitalized Count
Hamilton,Female,20-29,3/16/2020,,1,0,0
Hamilton,Female,20-29,3/17/2020,,1,0,0
Hamilton,Female,20-29,3/19/2020,,1,0,0
Hamilton,Female,20-29,3/23/2020,,1,0,0
Hamilton,Female,20-29,3/25/2020,,1,0,0
Hamilton,Female,30-39,3/4/2020,,1,0,0
Hamilton,Female,30-39,3/13/2020,,2,0,1
Hamilton,Female,30-39,3/15/2020,,1,0,0
Hamilton,Female,30-39,3/16/2020,,1,0,0
Hamilton,Female,30-39,3/17/2020,,1,0,0
Hamilton,Female,30-39,3/19/2020,,3,0,1
Hamilton,Female,30-39,3/27/2020,,1,0,0
Hamilton,Female,40-49,3/14/2020,,1,0,0
Hamilton,Female,40-49,3/16/2020,,1,0,0
Hamilton,Female,40-49,3/22/2020,,1,0,0
Hamilton,Female,40-49,3/23/2020,,2,0,0
Hamilton,Female,40-49,3/24/2020,,1,0,0
Hamilton,Female,50-59,3/2/2020,,1,0,0
Hamilton,Female,50-59,3/5/2020,,1,0,0
Hamilton,Female,50-59,3/12/2020,,1,0,0
Hamilton,Female,50-59,3/13/2020,,1,0,0
Hamilton,Female,50-59,3/14/2020,,2,0,1
Hamilton,Female,50-59,3/17/2020,,1,0,0
Hamilton,Female,50-59,3/18/2020,,1,0,0
Hamilton,Female,60-69,3/15/2020,,2,0,1
Hamilton,Female,60-69,3/16/2020,,1,0,0
Hamilton,Female,60-69,3/20/2020,,1,0,0
Hamilton,Female,60-69,3/23/2020,,1,0,0
Hamilton,Female,60-69,3/25/2020,,1,0,1
Hamilton,Female,70-79,3/13/2020,,1,0,0
Hamilton,Female,70-79,3/26/2020,,1,0,0
Hamilton,Female,80+,3/25/2020,,1,0,0
Hamilton,Female,Unknown,3/20/2020,,1,0,0
Hamilton,Male,0-19,3/15/2020,,1,0,0
Hamilton,Male,20-29,3/7/2020,,1,0,0
Hamilton,Male,20-29,3/14/2020,,1,0,0
Hamilton,Male,20-29,3/16/2020,,1,0,0
Hamilton,Male,20-29,3/17/2020,,1,0,0
Hamilton,Male,20-29,3/18/2020,,1,0,0
Hamilton,Male,20-29,3/19/2020,,1,0,0
Hamilton,Male,20-29,3/20/2020,,1,0,0
Hamilton,Male,20-29,3/25/2020,,1,0,0
Hamilton,Male,30-39,3/10/2020,,2,0,0
Hamilton,Male,30-39,3/13/2020,,1,0,0
Hamilton,Male,30-39,3/17/2020,,2,0,0
Hamilton,Male,30-39,3/20/2020,,1,0,0
Hamilton,Male,30-39,3/26/2020,,1,0,0
Hamilton,Male,40-49,3/11/2020,,3,0,0
Hamilton,Male,40-49,3/13/2020,,1,0,0
Hamilton,Male,40-49,3/14/2020,,1,0,0
Hamilton,Male,40-49,3/15/2020,,1,0,0
Hamilton,Male,40-49,3/16/2020,,1,0,0
Hamilton,Male,40-49,3/17/2020,,1,0,0
Hamilton,Male,40-49,3/18/2020,,1,0,1
Hamilton,Male,40-49,3/19/2020,,2,0,0
Hamilton,Male,40-49,3/23/2020,,1,0,0
Hamilton,Male,50-59,3/11/2020,,1,0,0
Hamilton,Male,50-59,3/14/2020,,1,0,0
Hamilton,Male,50-59,3/15/2020,,1,0,0
Hamilton,Male,50-59,3/16/2020,,1,0,0
Hamilton,Male,50-59,3/17/2020,,2,0,1
Hamilton,Male,50-59,3/18/2020,,1,0,0
Hamilton,Male,50-59,3/20/2020,,1,0,0
Hamilton,Male,50-59,3/21/2020,,1,0,0
Hamilton,Male,50-59,3/25/2020,,1,0,0
Hamilton,Male,50-59,3/26/2020,,1,0,1
Hamilton,Male,60-69,3/8/2020,,1,0,1
Hamilton,Male,60-69,3/10/2020,,1,0,0
Hamilton,Male,60-69,3/16/2020,,1,0,1
Hamilton,Male,60-69,3/17/2020,,2,0,1
Hamilton,Male,60-69,3/18/2020,,2,0,0
Hamilton,Male,60-69,3/21/2020,,1,0,0
Hamilton,Male,60-69,3/22/2020,,1,0,0
Hamilton,Male,60-69,3/23/2020,,2,0,1
Hamilton,Male,60-69,3/24/2020,,2,0,0
Hamilton,Male,60-69,3/27/2020,,1,0,0
Hamilton,Male,70-79,3/11/2020,,1,0,0
Hamilton,Male,70-79,3/25/2020,,1,0,1
Hamilton,Male,80+,3/13/2020,,1,0,1
Hamilton,Male,80+,3/17/2020,,1,0,0
Hamilton,Male,80+,3/18/2020,,1,0,1
Hamilton,Male,80+,3/26/2020,,2,0,0
Hamilton,Unknown,30-39,3/25/2020,,1,0,0
Hancock,Female,20-29,3/17/2020,,1,0,0
Hancock,Female,30-39,3/20/2020,,1,0,1
Hancock,Male,80+,3/26/2020,,1,0,0
Highland,Female,60-69,3/1/2020,,1,0,0
Holmes,Female,50-59,3/23/2020,,1,0,0
Huron,Female,20-29,3/18/2020,,1,0,0
Huron,Female,40-49,3/13/2020,,1,0,1
Huron,Male,70-79,3/8/2020,3/29/2020,1,1,1
Jefferson,Female,20-29,3/26/2020,,1,0,0
Jefferson,Female,30-39,3/25/2020,,1,0,0
Jefferson,Female,40-49,3/23/2020,,1,0,0
Jefferson,Female,50-59,3/18/2020,,1,0,1
Jefferson,Female,50-59,3/27/2020,,1,0,0
Jefferson,Female,60-69,3/14/2020,,1,0,0
Jefferson,Male,50-59,3/25/2020,,1,0,0
Knox,Female,20-29,3/9/2020,,1,0,0
Knox,Male,30-39,3/16/2020,,1,0,0
Knox,Male,70-79,3/7/2020,,1,0,1
Lake,Female,20-29,3/14/2020,,2,0,0
Lake,Female,20-29,3/16/2020,,1,0,0
Lake,Female,20-29,3/20/2020,,1,0,0
Lake,Female,30-39,3/13/2020,,1,0,0
Lake,Female,30-39,3/19/2020,,1,0,0
Lake,Female,40-49,3/16/2020,,1,0,0
Lake,Female,40-49,3/23/2020,,1,0,0
Lake,Female,40-49,3/25/2020,,1,0,1
Lake,Female,50-59,3/17/2020,,1,0,0
Lake,Female,50-59,3/18/2020,,1,0,1
Lake,Female,50-59,3/20/2020,,1,0,1
Lake,Female,50-59,3/24/2020,,1,0,0
Lake,Female,60-69,3/16/2020,,1,0,0
Lake,Female,60-69,3/18/2020,,1,0,0
Lake,Female,60-69,3/22/2020,,1,0,1
Lake,Female,60-69,3/26/2020,,1,0,1
Lake,Female,60-69,3/28/2020,,1,0,0
Lake,Female,70-79,3/16/2020,,2,0,1
Lake,Female,70-79,3/27/2020,,1,0,0
Lake,Male,0-19,3/26/2020,,1,0,0
Lake,Male,20-29,3/15/2020,,1,0,0
Lake,Male,20-29,3/16/2020,,1,0,0
Lake,Male,20-29,3/20/2020,,1,0,0
Lake,Male,20-29,3/26/2020,,1,0,0
Lake,Male,30-39,3/18/2020,,1,0,0
Lake,Male,30-39,3/22/2020,,1,0,0
Lake,Male,50-59,3/12/2020,,1,0,1
Lake,Male,50-59,3/16/2020,3/27/2020,1,1,1
Lake,Male,50-59,3/18/2020,,1,0,0
Lake,Male,50-59,3/20/2020,,1,0,0
Lake,Male,60-69,3/22/2020,,1,0,1
Lake,Male,60-69,3/27/2020,,1,0,0
Lake,Male,60-69,3/28/2020,,3,0,0
Lake,Male,70-79,3/14/2020,,1,0,1
Lake,Male,70-79,3/15/2020,,1,0,1
Lake,Male,70-79,3/18/2020,,1,0,0
Lake,Male,70-79,3/23/2020,,1,0,1
Lake,Male,80+,3/19/2020,,1,0,1
Lake,Male,80+,3/22/2020,,1,0,1
Lawrence,Male,40-49,3/7/2020,,1,0,0
Licking,Female,0-19,3/13/2020,,1,0,0
Licking,Female,0-19,3/15/2020,,1,0,0
Licking,Female,20-29,3/16/2020,,1,0,0
Licking,Female,20-29,3/19/2020,,1,0,0
Licking,Female,20-29,3/22/2020,,1,0,0
Licking,Female,30-39,3/15/2020,,1,0,0
Licking,Female,40-49,3/21/2020,,1,0,0
Licking,Female,40-49,3/25/2020,,1,0,0
Licking,Female,40-49,3/26/2020,,1,0,0
Licking,Female,50-59,3/17/2020,,1,0,0
Licking,Female,50-59,3/19/2020,,1,0,0
Licking,Female,50-59,3/21/2020,,1,0,1
Licking,Female,70-79,3/20/2020,,1,0,0
Licking,Male,20-29,3/25/2020,,1,0,0
Licking,Male,40-49,3/20/2020,,1,0,0
Licking,Male,40-49,3/26/2020,,1,0,0
Licking,Male,50-59,3/10/2020,,1,0,0
Licking,Male,50-59,3/24/2020,,1,0,0
Licking,Male,50-59,3/25/2020,,1,0,0
Licking,Male,60-69,3/25/2020,,1,0,0
Licking,Male,80+,3/25/2020,,1,0,0
Logan,Female,80+,3/9/2020,,1,0,1
Logan,Male,50-59,3/15/2020,,1,0,0
Logan,Male,60-69,3/13/2020,,1,0,0
Lorain,Female,20-29,3/13/2020,,1,0,0
Lorain,Female,20-29,3/16/2020,,1,0,0
Lorain,Female,20-29,3/20/2020,,2,0,0
Lorain,Female,20-29,3/22/2020,,1,0,0
Lorain,Female,20-29,3/27/2020,,1,0,0
Lorain,Female,30-39,3/14/2020,,1,0,0
Lorain,Female,30-39,3/19/2020,,1,0,0
Lorain,Female,30-39,3/20/2020,,1,0,0
Lorain,Female,30-39,3/21/2020,,1,0,0
Lorain,Female,30-39,3/22/2020,,1,0,0
Lorain,Female,30-39,3/23/2020,,1,0,0
Lorain,Female,40-49,3/10/2020,,1,0,0
Lorain,Female,40-49,3/11/2020,,1,0,0
Lorain,Female,40-49,3/15/2020,,2,0,0
Lorain,Female,40-49,3/17/2020,,2,0,1
Lorain,Female,40-49,3/23/2020,,1,0,0
Lorain,Female,40-49,3/26/2020,,1,0,0
Lorain,Female,40-49,3/27/2020,,1,0,0
Lorain,Female,50-59,3/11/2020,,2,0,0
Lorain,Female,50-59,3/13/2020,,1,0,1
Lorain,Female,50-59,3/21/2020,,1,0,0
Lorain,Female,50-59,3/28/2020,,1,0,0
Lorain,Female,60-69,3/11/2020,,1,0,0
Lorain,Female,60-69,3/13/2020,,1,0,0
Lorain,Female,60-69,3/14/2020,,1,0,0
Lorain,Female,60-69,3/16/2020,,2,0,0
Lorain,Female,60-69,3/18/2020,,4,0,0
Lorain,Female,60-69,3/19/2020,,1,0,1
Lorain,Female,60-69,3/20/2020,,1,0,0
Lorain,Female,60-69,3/21/2020,,1,0,0
Lorain,Female,60-69,3/23/2020,,1,0,0
Lorain,Female,70-79,3/14/2020,,1,0,1
Lorain,Female,70-79,3/15/2020,,1,0,1
Lorain,Female,70-79,3/18/2020,,1,0,1
Lorain,Female,70-79,3/19/2020,,1,0,1
Lorain,Female,70-79,3/22/2020,,1,0,1
Lorain,Female,80+,3/14/2020,,1,0,0
Lorain,Female,80+,3/16/2020,3/30/2020,1,1,1
Lorain,Female,80+,3/18/2020,3/29/2020,1,1,1
Lorain,Male,20-29,3/18/2020,,1,0,0
Lorain,Male,20-29,3/19/2020,,1,0,0
Lorain,Male,30-39,3/9/2020,,1,0,1
Lorain,Male,30-39,3/14/2020,,1,0,0
Lorain,Male,30-39,3/24/2020,,1,0,0
Lorain,Male,40-49,3/6/2020,,1,0,0
Lorain,Male,40-49,3/11/2020,,1,0,0
Lorain,Male,40-49,3/12/2020,,1,0,0
Lorain,Male,40-49,3/16/2020,,1,0,0
Lorain,Male,40-49,3/18/2020,,1,0,0
Lorain,Male,40-49,3/22/2020,,1,0,0
Lorain,Male,40-49,3/27/2020,,1,0,0
Lorain,Male,50-59,3/11/2020,,1,0,0
Lorain,Male,50-59,3/14/2020,,1,0,0
Lorain,Male,50-59,3/15/2020,,1,0,1
Lorain,Male,50-59,3/17/2020,,3,0,2
Lorain,Male,50-59,3/20/2020,,2,0,1
Lorain,Male,50-59,3/24/2020,,1,0,0
Lorain,Male,60-69,3/15/2020,,2,0,0
Lorain,Male,60-69,3/20/2020,,1,0,0
Lorain,Male,60-69,3/22/2020,,1,0,1
Lorain,Male,70-79,3/20/2020,,1,0,1
Lorain,Male,70-79,3/24/2020,,1,0,1
Lorain,Male,70-79,3/27/2020,,1,0,0
Lorain,Male,80+,3/12/2020,,1,0,1
Lorain,Male,80+,3/24/2020,,1,0,1
Lorain,Male,80+,3/25/2020,,1,0,0
Lucas,Female,0-19,3/16/2020,,1,0,0
Lucas,Female,0-19,3/26/2020,,1,0,0
Lucas,Female,20-29,3/18/2020,,1,0,0
Lucas,Female,20-29,3/25/2020,,3,0,0
Lucas,Female,20-29,3/26/2020,,1,0,0
Lucas,Female,20-29,3/27/2020,,1,0,0
Lucas,Female,20-29,3/28/2020,,1,0,0
Lucas,Female,30-39,3/23/2020,,2,0,0
Lucas,Female,30-39,3/25/2020,,1,0,0
Lucas,Female,30-39,3/26/2020,,3,0,0
Lucas,Female,30-39,3/27/2020,,3,0,0
Lucas,Female,40-49,3/22/2020,,1,0,0
Lucas,Female,40-49,3/23/2020,,2,0,0
Lucas,Female,40-49,3/25/2020,,2,0,0
Lucas,Female,40-49,3/26/2020,,2,0,0
Lucas,Female,40-49,3/27/2020,,3,0,0
Lucas,Female,40-49,3/28/2020,,2,0,0
Lucas,Female,50-59,3/16/2020,,1,0,0
Lucas,Female,50-59,3/18/2020,,1,0,0
Lucas,Female,50-59,3/20/2020,,2,0,2
Lucas,Female,50-59,3/21/2020,,1,0,1
Lucas,Female,50-59,3/26/2020,,2,0,0
Lucas,Female,50-59,3/28/2020,,4,0,0
Lucas,Female,50-59,3/29/2020,,1,0,0
Lucas,Female,60-69,3/21/2020,,1,0,0
Lucas,Female,60-69,3/23/2020,,1,0,0
Lucas,Female,60-69,3/26/2020,,1,0,0
Lucas,Female,60-69,3/27/2020,,1,0,0
Lucas,Female,70-79,3/16/2020,,1,0,0
Lucas,Female,70-79,3/25/2020,,1,0,1
Lucas,Female,70-79,3/26/2020,,1,0,0
Lucas,Female,70-79,3/28/2020,,1,0,0
Lucas,Female,70-79,3/29/2020,,1,0,0
Lucas,Female,80+,3/17/2020,,1,0,0
Lucas,Female,80+,3/26/2020,,1,0,0
Lucas,Female,80+,3/28/2020,,1,0,0
Lucas,Male,20-29,3/18/2020,,1,0,0
Lucas,Male,20-29,3/20/2020,,1,0,0
Lucas,Male,20-29,3/23/2020,,1,0,0
Lucas,Male,20-29,3/25/2020,,1,0,0
Lucas,Male,20-29,3/26/2020,,1,0,0
Lucas,Male,20-29,3/27/2020,,1,0,0
Lucas,Male,20-29,3/28/2020,,1,0,0
Lucas,Male,30-39,3/17/2020,,1,0,0
Lucas,Male,30-39,3/18/2020,,1,0,0
Lucas,Male,30-39,3/21/2020,,1,0,0
Lucas,Male,30-39,3/25/2020,,1,0,0
Lucas,Male,30-39,3/26/2020,,1,0,0
Lucas,Male,30-39,3/29/2020,,2,0,0
Lucas,Male,40-49,3/16/2020,,1,0,0
Lucas,Male,40-49,3/18/2020,,1,0,0
Lucas,Male,40-49,3/23/2020,,1,0,0
Lucas,Male,40-49,3/24/2020,,1,0,0
Lucas,Male,40-49,3/25/2020,,1,0,0
Lucas,Male,40-49,3/26/2020,,1,0,1
Lucas,Male,40-49,3/27/2020,,4,0,0
Lucas,Male,40-49,3/28/2020,,2,0,0
Lucas,Male,50-59,3/18/2020,,2,0,1
Lucas,Male,50-59,3/19/2020,,1,0,1
Lucas,Male,50-59,3/24/2020,,3,0,0
Lucas,Male,50-59,3/26/2020,,1,0,0
Lucas,Male,50-59,3/27/2020,,3,0,0
Lucas,Male,50-59,3/28/2020,,2,0,0
Lucas,Male,60-69,3/3/2020,,1,0,1
Lucas,Male,60-69,3/16/2020,,1,0,0
Lucas,Male,60-69,3/20/2020,,4,0,4
Lucas,Male,60-69,3/22/2020,,1,0,0
Lucas,Male,60-69,3/23/2020,,1,0,0
Lucas,Male,60-69,3/25/2020,,2,0,0
Lucas,Male,60-69,3/26/2020,,2,0,0
Lucas,Male,60-69,3/29/2020,,1,0,0
Lucas,Male,70-79,3/5/2020,3/22/2020,1,1,1
Lucas,Male,70-79,3/13/2020,3/18/2020,1,1,0
Lucas,Male,70-79,3/14/2020,,1,0,1
Lucas,Male,70-79,3/20/2020,,1,0,1
Lucas,Male,70-79,3/23/2020,,1,0,0
Lucas,Male,70-79,3/26/2020,,1,0,0
Lucas,Male,70-79,3/27/2020,,1,0,0
Lucas,Male,80+,3/26/2020,,1,0,0
Lucas,Male,80+,3/27/2020,,1,0,0
Madison,Female,30-39,3/23/2020,,1,0,0
Madison,Female,50-59,3/20/2020,,1,0,0
Madison,Male,20-29,3/18/2020,,1,0,0
Madison,Male,20-29,3/26/2020,,1,0,0
Madison,Male,70-79,3/16/2020,,1,0,1
Mahoning,Female,0-19,3/26/2020,,1,0,0
Mahoning,Female,20-29,3/4/2020,,1,0,1
Mahoning,Female,20-29,3/26/2020,,1,0,0
Mahoning,Female,30-39,3/15/2020,,1,0,0
Mahoning,Female,30-39,3/18/2020,,2,0,0
Mahoning,Female,30-39,3/20/2020,,2,0,0
Mahoning,Female,30-39,3/26/2020,,1,0,0
Mahoning,Female,30-39,3/29/2020,,1,0,0
Mahoning,Female,40-49,3/13/2020,,1,0,1
Mahoning,Female,40-49,3/16/2020,,1,0,0
Mahoning,Female,40-49,3/17/2020,,2,0,1
Mahoning,Female,40-49,3/21/2020,,1,0,0
Mahoning,Female,40-49,3/24/2020,,2,0,1
Mahoning,Female,40-49,3/25/2020,,1,0,0
Mahoning,Female,40-49,3/27/2020,,1,0,0
Mahoning,Female,50-59,3/13/2020,,1,0,1
Mahoning,Female,50-59,3/19/2020,,1,0,0
Mahoning,Female,50-59,3/20/2020,,3,0,2
Mahoning,Female,50-59,3/22/2020,,1,0,0
Mahoning,Female,50-59,3/25/2020,,1,0,0
Mahoning,Female,50-59,3/26/2020,,2,0,0
Mahoning,Female,60-69,3/9/2020,,1,0,1
Mahoning,Female,60-69,3/10/2020,,1,0,1
Mahoning,Female,60-69,3/13/2020,,1,0,0
Mahoning,Female,60-69,3/16/2020,,1,0,0
Mahoning,Female,60-69,3/18/2020,,1,0,0
Mahoning,Female,60-69,3/19/2020,,1,0,1
Mahoning,Female,60-69,3/20/2020,,1,0,1
Mahoning,Female,60-69,3/22/2020,,1,0,0
Mahoning,Female,60-69,3/25/2020,,1,0,0
Mahoning,Female,60-69,3/27/2020,,1,0,0
Mahoning,Female,70-79,3/11/2020,,1,0,0
Mahoning,Female,70-79,3/13/2020,,1,0,1
Mahoning,Female,70-79,3/18/2020,,1,0,1
Mahoning,Female,70-79,3/19/2020,,1,0,1
Mahoning,Female,70-79,3/24/2020,,1,0,1
Mahoning,Female,70-79,3/26/2020,,2,0,0
Mahoning,Female,80+,3/9/2020,3/25/2020,1,1,1
Mahoning,Female,80+,3/15/2020,,2,0,2
Mahoning,Female,80+,3/19/2020,,2,0,2
Mahoning,Female,80+,3/20/2020,,1,0,1
Mahoning,Female,80+,3/21/2020,,1,0,1
Mahoning,Female,80+,3/24/2020,,1,0,1
Mahoning,Female,80+,3/26/2020,,2,0,0
Mahoning,Male,30-39,3/9/2020,,1,0,0
Mahoning,Male,30-39,3/24/2020,,2,0,0
Mahoning,Male,30-39,3/27/2020,,1,0,1
Mahoning,Male,30-39,3/28/2020,,1,0,0
Mahoning,Male,40-49,3/9/2020,,1,0,1
Mahoning,Male,40-49,3/14/2020,,1,0,1
Mahoning,Male,40-49,3/23/2020,,1,0,0
Mahoning,Male,50-59,3/6/2020,,1,0,0
Mahoning,Male,50-59,3/8/2020,,1,0,1
Mahoning,Male,50-59,3/10/2020,,1,0,0
Mahoning,Male,50-59,3/17/2020,,3,0,2
Mahoning,Male,50-59,3/19/2020,,1,0,0
Mahoning,Male,50-59,3/23/2020,,2,0,0
Mahoning,Male,50-59,3/24/2020,,1,0,0
Mahoning,Male,60-69,3/1/2020,,1,0,1
Mahoning,Male,60-69,3/10/2020,,1,0,1
Mahoning,Male,60-69,3/13/2020,,1,0,0
Mahoning,Male,60-69,3/15/2020,,1,0,1
Mahoning,Male,60-69,3/17/2020,,2,0,1
Mahoning,Male,60-69,3/18/2020,,1,0,0
Mahoning,Male,60-69,3/21/2020,,3,0,2
Mahoning,Male,60-69,3/22/2020,,1,0,0
Mahoning,Male,60-69,3/22/2020,3/23/2020,1,1,1
Mahoning,Male,60-69,3/24/2020,,2,0,1
Mahoning,Male,60-69,3/25/2020,,2,0,1
Mahoning,Male,70-79,3/7/2020,,1,0,1
Mahoning,Male,70-79,3/10/2020,,1,0,1
Mahoning,Male,70-79,3/12/2020,,3,0,2
Mahoning,Male,70-79,3/13/2020,,1,0,0
Mahoning,Male,70-79,3/16/2020,,1,0,0
Mahoning,Male,70-79,3/17/2020,,2,0,1
Mahoning,Male,70-79,3/18/2020,,1,0,0
Mahoning,Male,70-79,3/21/2020,,1,0,1
Mahoning,Male,70-79,3/22/2020,,1,0,1
Mahoning,Male,70-79,3/24/2020,,2,0,1
Mahoning,Male,70-79,3/26/2020,,1,0,1
Mahoning,Male,70-79,3/27/2020,,1,0,1
Mahoning,Male,80+,3/6/2020,,2,0,1
Mahoning,Male,80+,3/17/2020,,1,0,0
Mahoning,Male,80+,3/20/2020,,1,0,1
Mahoning,Male,80+,3/20/2020,3/28/2020,1,1,1
Mahoning,Male,80+,3/21/2020,,1,0,1
Mahoning,Male,80+,3/23/2020,,1,0,0
Mahoning,Male,80+,3/24/2020,,3,0,0
Mahoning,Male,80+,3/24/2020,3/27/2020,1,1,0
Mahoning,Male,80+,3/27/2020,,1,0,1
Marion,Female,40-49,3/26/2020,,1,0,0
Marion,Female,50-59,3/20/2020,,1,0,0
Marion,Male,20-29,3/27/2020,,1,0,0
Marion,Male,40-49,3/12/2020,,1,0,0
Marion,Male,60-69,3/7/2020,,1,0,0
Marion,Male,60-69,3/17/2020,,1,0,0
Marion,Male,60-69,3/20/2020,,1,0,0
Medina,Female,20-29,3/15/2020,,1,0,0
Medina,Female,20-29,3/17/2020,,1,0,0
Medina,Female,30-39,3/17/2020,,1,0,1
Medina,Female,30-39,3/21/2020,,1,0,0
Medina,Female,30-39,3/22/2020,,1,0,0
Medina,Female,30-39,3/26/2020,,1,0,0
Medina,Female,40-49,2/21/2020,,1,0,0
Medina,Female,40-49,3/16/2020,,1,0,0
Medina,Female,40-49,3/17/2020,,1,0,0
Medina,Female,40-49,3/19/2020,,1,0,0
Medina,Female,50-59,3/15/2020,,1,0,0
Medina,Female,50-59,3/19/2020,,1,0,0
Medina,Female,50-59,3/20/2020,,1,0,0
Medina,Female,50-59,3/27/2020,,1,0,0
Medina,Female,60-69,3/19/2020,,1,0,0
Medina,Female,60-69,3/20/2020,,1,0,0
Medina,Female,60-69,3/23/2020,,1,0,1
Medina,Female,60-69,3/28/2020,,1,0,0
Medina,Female,70-79,3/17/2020,,1,0,1
Medina,Female,80+,3/18/2020,,1,0,1
Medina,Male,20-29,3/15/2020,,2,0,1
Medina,Male,20-29,3/20/2020,,1,0,0
Medina,Male,30-39,3/29/2020,,1,0,0
Medina,Male,40-49,3/9/2020,,1,0,0
Medina,Male,40-49,3/15/2020,,2,0,0
Medina,Male,40-49,3/19/2020,,1,0,0
Medina,Male,40-49,3/24/2020,,3,0,0
Medina,Male,50-59,3/14/2020,,1,0,0
Medina,Male,50-59,3/21/2020,,1,0,0
Medina,Male,50-59,3/22/2020,,2,0,0
Medina,Male,60-69,2/25/2020,,1,0,1
Medina,Male,60-69,3/9/2020,,1,0,1
Medina,Male,60-69,3/19/2020,,1,0,1
Medina,Male,60-69,3/21/2020,,2,0,0
Medina,Male,60-69,3/27/2020,,1,0,0
Medina,Male,70-79,3/16/2020,,1,0,0
Medina,Male,70-79,3/17/2020,,1,0,1
Medina,Male,70-79,3/18/2020,,1,0,0
Medina,Male,70-79,3/22/2020,,1,0,0
Medina,Male,70-79,3/28/2020,,1,0,1
Medina,Male,80+,3/20/2020,3/28/2020,1,1,1
Medina,Male,80+,3/29/2020,,1,0,0
Mercer,Female,60-69,3/15/2020,,1,0,0
Mercer,Male,70-79,3/20/2020,,1,0,1
Miami,Female,20-29,3/16/2020,,1,0,0
Miami,Female,20-29,3/19/2020,,1,0,0
Miami,Female,30-39,3/9/2020,,1,0,1
Miami,Female,30-39,3/14/2020,,1,0,0
Miami,Female,30-39,3/16/2020,,1,0,0
Miami,Female,30-39,3/17/2020,,1,0,0
Miami,Female,40-49,3/11/2020,,1,0,1
Miami,Female,40-49,3/23/2020,,1,0,1
Miami,Female,50-59,3/18/2020,,1,0,1
Miami,Female,60-69,3/16/2020,,2,0,1
Miami,Female,60-69,3/17/2020,,2,0,1
Miami,Female,60-69,3/18/2020,,2,0,0
Miami,Female,60-69,3/23/2020,,1,0,1
Miami,Female,70-79,3/25/2020,,1,0,0
Miami,Female,80+,3/15/2020,,1,0,1
Miami,Female,80+,3/18/2020,,2,0,0
Miami,Female,80+,3/18/2020,3/25/2020,1,1,1
Miami,Female,80+,3/22/2020,,1,0,0
Miami,Male,20-29,3/2/2020,,1,0,0
Miami,Male,20-29,3/22/2020,,1,0,0
Miami,Male,20-29,3/24/2020,,1,0,1
Miami,Male,30-39,3/16/2020,,1,0,0
Miami,Male,30-39,3/17/2020,,1,0,0
Miami,Male,40-49,3/13/2020,,1,0,0
Miami,Male,50-59,3/13/2020,,1,0,0
Miami,Male,50-59,3/15/2020,,1,0,0
Miami,Male,50-59,3/18/2020,,1,0,0
Miami,Male,60-69,3/13/2020,,1,0,0
Miami,Male,60-69,3/18/2020,,2,0,0
Miami,Male,60-69,3/19/2020,,1,0,0
Miami,Male,60-69,3/21/2020,,1,0,1
Miami,Male,60-69,3/25/2020,,1,0,0
Miami,Male,80+,3/13/2020,3/30/2020,1,1,1
Miami,Male,80+,3/16/2020,3/20/2020,1,1,1
Miami,Male,80+,3/17/2020,,1,0,1
Miami,Male,80+,3/18/2020,,1,0,0
Miami,Male,80+,3/18/2020,3/22/2020,1,1,0
Miami,Male,80+,3/19/2020,,1,0,1
Miami,Male,80+,3/20/2020,,1,0,0
Miami,Male,80+,3/21/2020,3/28/2020,1,1,1
Miami,Male,80+,3/23/2020,,1,0,0
Montgomery,Female,20-29,3/18/2020,,1,0,0
Montgomery,Female,30-39,3/15/2020,,1,0,0
Montgomery,Female,40-49,3/13/2020,,1,0,0
Montgomery,Female,40-49,3/15/2020,,1,0,0
Montgomery,Female,40-49,3/16/2020,,1,0,0
Montgomery,Female,40-49,3/19/2020,,3,0,0
Montgomery,Female,40-49,3/20/2020,,1,0,0
Montgomery,Female,50-59,2/29/2020,,1,0,0
Montgomery,Female,50-59,3/18/2020,,1,0,0
Montgomery,Female,50-59,3/21/2020,,1,0,0
Montgomery,Female,60-69,3/17/2020,,2,0,0
Montgomery,Female,60-69,3/19/2020,,1,0,0
Montgomery,Female,70-79,3/17/2020,,1,0,0
Montgomery,Female,70-79,3/20/2020,,1,0,0
Montgomery,Female,70-79,3/24/2020,,1,0,1
Montgomery,Male,0-19,3/17/2020,,1,0,0
Montgomery,Male,20-29,3/15/2020,,1,0,0
Montgomery,Male,20-29,3/18/2020,,1,0,0
Montgomery,Male,30-39,3/10/2020,,1,0,0
Montgomery,Male,30-39,3/14/2020,,1,0,0
Montgomery,Male,50-59,3/19/2020,,2,0,0
Montgomery,Male,50-59,3/20/2020,,1,0,0
Montgomery,Male,60-69,3/7/2020,,1,0,1
Montgomery,Male,60-69,3/9/2020,,1,0,1
Montgomery,Male,60-69,3/17/2020,,1,0,1
Montgomery,Male,60-69,3/19/2020,,1,0,0
Montgomery,Male,80+,3/20/2020,3/30/2020,1,1,0
Muskingum,Male,0-19,3/22/2020,,1,0,1
Muskingum,Male,40-49,3/4/2020,,1,0,1
Ottawa,Female,60-69,3/26/2020,,1,0,1
Ottawa,Male,30-39,3/28/2020,,1,0,0
Pickaway,Female,20-29,3/23/2020,,1,0,0
Pickaway,Female,20-29,3/25/2020,,1,0,0
Pickaway,Female,40-49,3/18/2020,,1,0,0
